Question,Answer,Domain
2024 ସୁଦ୍ଧା UP ର ସ୍ୱାସ୍ଥ୍ୟମନ୍ତ୍ରୀ କିଏ?,"ଜୟ ପ୍ରତାପ ସିଂ (ଜନ୍ମ 7 ସେପ୍ଟେମ୍ବର 1953) ଜଣେ ଭାରତୀୟ ରାଜନେତା ଯିଏ ଉତ୍ତରପ୍ରଦେଶ ସରକାରଙ୍କ ଯୋଗ ଆଦିତ୍ୟନାଥ ମନ୍ତ୍ରଣାଳୟରେ ଚିକିତ୍ସା ଓ ସ୍ୱାସ୍ଥ୍ୟ, ପରିବାର କଲ୍ୟାଣ, ମାତା ଏବଂ ଶିଶୁ କଲ୍ୟାଣ ମନ୍ତ୍ରୀ ଭାବରେ କାର୍ଯ୍ୟ କରୁଛନ୍ତି।",Politics
2024 ସୁଦ୍ଧା କେଉଁ ସରକାର ବର୍ତ୍ତମାନ ସାଂସଦଙ୍କ କ୍ଷମତାରେ ଅଛନ୍ତି?,"ଡକ୍ଟର ମୋହନ ଯାଦବ (ଜନ୍ମ 25 ମାର୍ଚ୍ଚ 1965) ଜଣେ ଭାରତୀୟ ରାଜନେତା ତଥା ବ୍ୟବସାୟୀ ଯିଏକି 2023 ମସିହାରୁ (2024 ସୁଦ୍ଧା) ମଧ୍ୟପ୍ରଦେଶର 19 ତମ ତଥା ବର୍ତ୍ତମାନର ମୁଖ୍ୟମନ୍ତ୍ରୀ ଭାବରେ କାର୍ଯ୍ୟ କରୁଛନ୍ତି। ଭାରତୀୟ ଜନତା ଦଳର ଜଣେ ସଦସ୍ୟ, ସେ 2013 ମସିହାରୁ ମଧ୍ୟପ୍ରଦେଶର ବିଧାନସଭା ସଦସ୍ୟ ଭାବରେ ଉଜ ain ନ ଦକ୍ଷିଣ ନିର୍ବାଚନମଣ୍ଡଳୀକୁ ପ୍ରତିନିଧିତ୍ୱ କରୁଛନ୍ତି।",Politics
2007 ରେ ୟୁପି ବିଧାନସଭା ନିର୍ବାଚନର ପୋଲ ଫଳାଫଳ କ’ଣ ଥିଲା?,ବାହୁଜନ ସମାଜ ପାର୍ଟି ବିଧାନସଭାରେ ସଂପୂର୍ଣ୍ଣ ସଂଖ୍ୟାଗରିଷ୍ଠତା ହାସଲ କରି 403 ଟି ଆସନ ମଧ୍ୟରୁ 206 ଟି ଜିତିଛି।,Politics
କେଉଁ ନିର୍ବାଚନମଣ୍ଡଳୀରୁ ଏମ କରୁଣାନିଧି ପ୍ରଥମେ ତାମିଲନାଡୁ ବିଧାନସଭାକୁ ନିର୍ବାଚିତ ହୋଇଥିଲେ?,କୁଲିଥାଲାଇ |,Politics
ଯିଏ ଦକ୍ଷିଣ ଭାରତର ପ୍ରଥମ କମ୍ୟୁନିଷ୍ଟ ଭାବରେ ପରିଗଣିତ |,"ମାଲାୟାପୁରମ୍ ସିଙ୍ଗାରାଭେଲୁ ଦକ୍ଷିଣ ଭାରତର ପ୍ରଥମ କମ୍ୟୁନିଷ୍ଟ ଭାବରେ ବିବେଚନା କରାଯାଏ | 1925 ମସିହାରେ, ସେ କମ୍ୟୁନିଷ୍ଟ ପାର୍ଟି ଅଫ୍ ଇଣ୍ଡିଆର ପ୍ରତିଷ୍ଠାତା ପିତା ହୋଇଥିଲେ; ଏବଂ କାନପୁରରେ ଏହାର ଉଦ୍ଘାଟନୀ ସମ୍ମିଳନୀରେ ଅଧ୍ୟକ୍ଷତା କରିଥିଲେ | ସେ ଭାରତରେ ପ୍ରଥମ ଟ୍ରେଡ ୟୁନିଅନର ଆୟୋଜନ ପାଇଁ ମଧ୍ୟ ଜଣାଶୁଣା ଏବଂ 19th ନବିଂଶ ଶତାବ୍ଦୀରେ ଭାରତରେ ପ୍ରଚଳିତ ଅସ୍ପୃଶ୍ୟତାର ପ୍ରାଦୁର୍ଭାବ ବିରୁଦ୍ଧରେ ଲ fought ିଥିଲେ।",Politics
ଆନ୍ଧ୍ରପ୍ରଦେଶର ସବୁଠାରୁ ପ୍ରଭାବଶାଳୀ ରାଜନ political ତିକ ଦଳର ପ୍ରତିଷ୍ଠାତା କିଏ ଥିଲେ?,ତେଲୁଗୁ ଦେଶମ ପାର୍ଟି (ଟିଡିପି; ଅନୁବାଦ। ତେଲୁଗୁ ଭୂମି) ହେଉଛି ଆନ୍ଧ୍ରପ୍ରଦେଶ ଏବଂ ତେଲେଙ୍ଗାନା ରାଜ୍ୟରେ ପ୍ରଭାବ ଥିବା ଏକ ଭାରତୀୟ ଆଞ୍ଚଳିକ ରାଜନ political ତିକ ଦଳ। ଏହା 29 ମାର୍ଚ୍ଚ 1982 ରେ ତେଲୁଗୁ ଚଳଚ୍ଚିତ୍ର ତାରକା ଏନଟି ରାମା ରାଓ (NTR) ଦ୍ୱାରା ପ୍ରତିଷ୍ଠିତ ହୋଇଥିଲା ଏବଂ ତେଲୁଗୁ ଲୋକଙ୍କୁ ସମର୍ଥନ କରିବା ଉପରେ ଧ୍ୟାନ ଦେଇଥିଲା |,Politics
କର୍ଣ୍ଣାଟକର ରାଜନୀତିରେ ପ୍ରାଧାନ୍ୟ ଦେଉଥିବା ଜାତି ଗୋଷ୍ଠୀ ବିଷୟରେ ଉଲ୍ଲେଖ କରନ୍ତୁ?,କର୍ଣ୍ଣାଟକର ରାଜନ political ତିକ ପରିବେଶରେ ଦୁଇଟି ଜାତି ଗୋଷ୍ଠୀ ପ୍ରାଧାନ୍ୟ ବିସ୍ତାର କରିଛନ୍ତି - ଦକ୍ଷିଣ କର୍ଣ୍ଣାଟକରେ ଭୋକାଲିଗାସ୍ ଏବଂ ଉତ୍ତର ଏବଂ କେନ୍ଦ୍ରୀୟ କର୍ଣ୍ଣାଟକରେ ଲିଙ୍ଗାୟତମାନେ ପ୍ରାଧାନ୍ୟ ବିସ୍ତାର କରିଛନ୍ତି କିନ୍ତୁ ଦଳିତମାନେ ପ୍ରମୁଖ ଭୋଟର ଏବଂ କର୍ଣ୍ଣାଟକରେ ଶାସକ ଦଳର ନିର୍ଣ୍ଣାୟକ କାରକ।,Politics
ଭାରତର କେଉଁ ରାଜ୍ୟ କମ୍ୟୁନିଷ୍ଟମାନଙ୍କୁ କ୍ଷମତାକୁ ବାଛିଲେ?,"1957 ମସିହାରେ ଗଣତାନ୍ତ୍ରିକ ଉପାୟରେ କମ୍ୟୁନିଷ୍ଟମାନଙ୍କୁ କ୍ଷମତାକୁ ନେଇ କେରଳ ଇତିହାସ ସୃଷ୍ଟି କରିଥିଲା, ଯାହାକି ବିଶ୍ୱରେ ପ୍ରଥମ ହୋଇଥିଲା।",Politics
ପ୍ରଶାସନିକ ଉଦ୍ଦେଶ୍ୟ ପାଇଁ ବିହାରରେ କେତେ ବିଭାଗ ଅଛି?,"ପ୍ରଶାସନିକ ଉଦ୍ଦେଶ୍ୟ ପାଇଁ, ବିହାର ରାଜ୍ୟରେ ନଅଟି ବିଭାଗ ଅଛି - ପାଟନା, ତିରୁହାଟ, ସରଣ, ଦାରବଙ୍ଗା, କୋସି, ପୂର୍ଣ୍ଣିୟା, ଭାଗଲପୁର, ମୁଙ୍ଗର, ଏବଂ ମାଗାଦ ଡିଭିଜନ - ଯାହା ସେମାନଙ୍କ ମଧ୍ୟରେ ଅଠେଇଶଟି ଜିଲ୍ଲାରେ ବିଭକ୍ତ |",Politics
ପଶ୍ଚିମବଙ୍ଗରେ ଶରଣାର୍ଥୀଙ୍କ ସଂଖ୍ୟା କ’ଣ ହେଲା?,1971 ର ବାଂଲାଦେଶ ମୁକ୍ତି ଯୁଦ୍ଧ ଦ୍ West ାରା ପଶ୍ଚିମବଙ୍ଗକୁ ଲକ୍ଷ ଲକ୍ଷ ଶରଣାର୍ଥୀ ଆସିଥିଲେ ଏବଂ ଏହାର ଭିତ୍ତିଭୂମିରେ ବହୁ କଷ୍ଟ ଲାଗିଥିଲା। ଅନ୍ତର୍ଜାତୀୟ ଗଣମାଧ୍ୟମ ଦ୍ୱାରା ଶରଣାର୍ଥୀ ସଙ୍କଟକୁ ଯଥେଷ୍ଟ ଭଲ ଭାବେ ପରିଚାଳନା କରିବା ପାଇଁ ସରକାରଙ୍କୁ ଶ୍ରେୟ ଦିଆଯାଇଥିଲା |,Politics
2024 ସୁଦ୍ଧା ପଶ୍ଚିମ ବଙ୍ଗଳାର ପ୍ରମୁଖ ରାଜନ political ତିକ ଦଳ କେଉଁଟି?,ପଶ୍ଚିମବଙ୍ଗରେ ବର୍ତ୍ତମାନର ଭାରତ ତ୍ରିନାଥ କଂଗ୍ରେସ ହେଉଛି ରାଜନ political ତିକ ଦଳ। 2011 ପଶ୍ଚିମବଙ୍ଗ ବିଧାନସଭା ନିର୍ବାଚନରେ ବାମପନ୍ଥୀ ଅଲ୍ ଇଣ୍ଡିଆ ତ୍ରିନାଥ କଂଗ୍ରେସ ଦ୍ୱାରା ପରାସ୍ତ ହୋଇଥିଲା ଯାହାକି ଏକ ବହୁମତ ହାସଲ କରିଥିଲା। ଏହାଦ୍ୱାରା ପଶ୍ଚିମବଙ୍ଗରେ 34 ବର୍ଷର କମ୍ୟୁନିଷ୍ଟ ଶାସନର ସମାପ୍ତ ହେବା ସହିତ ବିଶ୍ democratic ର ଗଣତାନ୍ତ୍ରିକ ଭାବରେ ନିର୍ବାଚିତ କମ୍ୟୁନିଷ୍ଟ ସରକାରର ଦୀର୍ଘତମ ସେବା ସମାପ୍ତ ହେଲା। ତ୍ରିନାଥ କଂଗ୍ରେସର ନେତା ମମତା ବାନାର୍ଜୀ ମୁଖ୍ୟମନ୍ତ୍ରୀ ହୋଇଥିଲେ।,Politics
ଓଡ଼ିଶାରେ ଏକ ପ୍ରାଦେଶିକ ବିଧାନସଭା ନିର୍ବାଚନ ପାଇଁ କେଉଁ କାର୍ଯ୍ୟ ପ୍ରଦାନ କରାଯାଇଥିଲା?,ଭାରତ ସରକାର ଅଧିନିୟମ 1935 ଏକ ପ୍ରାଦେଶିକ ବିଧାନସଭା ତଥା ସରକାର ନିର୍ବାଚନ ପାଇଁ ପ୍ରଦାନ କରିଥିଲେ ଏବଂ ସରକାରଙ୍କ ମୁଖ୍ୟଙ୍କୁ ପ୍ରଧାନମନ୍ତ୍ରୀ ଭାବରେ ନିଯୁକ୍ତ କରାଯାଇଥିଲା।,Politics
ଗୁଜୁରାଟର ପ୍ରଥମ ମହିଳା ମୁଖ୍ୟମନ୍ତ୍ରୀ କିଏ ଥିଲେ?,ଆନନ୍ଦିବନ୍ ମାଫାଟଭାଇ ପଟେଲ (ଜନ୍ମ 21 ନଭେମ୍ବର 1941) ଗୁଜୁରାଟର ପ୍ରଥମ ତଥା ଏକମାତ୍ର (2024 ସୁଦ୍ଧା) ମହିଳା ମୁଖ୍ୟମନ୍ତ୍ରୀ ଭାବରେ କାର୍ଯ୍ୟ କରିଥିଲେ।,Politics
