Question,Answer,Domain
1973 ਵਿੱਚ ਭਾਰਤ ਦਾ ਚੀਫ਼ ਜਸਟਿਸ ਕਿਸਨੂੰ ਨਿਯੁਕਤ ਕੀਤਾ ਗਿਆ ਸੀ? ਇਹ ਨਿਯੁਕਤੀ ਵਿਵਾਦਤ ਕਿਉਂ ਬਣੀ?,"1973 ਵਿੱਚ, ਸਰਕਾਰ ਨੇ ਤਿੰਨ ਜੱਜਾਂ ਦੀ ਸੀਨੀਆਰਤਾ ਨੂੰ ਪਾਸੇ ਕਰ ਦਿੱਤਾ ਅਤੇ ਜਸਟਿਸ ਏਐਨ ਰੇ ਨੂੰ ਭਾਰਤ ਦਾ ਚੀਫ਼ ਜਸਟਿਸ ਨਿਯੁਕਤ ਕੀਤਾ। ਇਹ ਨਿਯੁਕਤੀ ਸਿਆਸੀ ਤੌਰ 'ਤੇ ਵਿਵਾਦਗ੍ਰਸਤ ਹੋ ਗਈ ਕਿਉਂਕਿ ਤਿੰਨੋਂ ਜੱਜ ਜਿਨ੍ਹਾਂ ਨੂੰ ਬਰਖਾਸਤ ਕੀਤਾ ਗਿਆ ਸੀ, ਨੇ ਸਰਕਾਰ ਦੇ ਸਟੈਂਡ ਦੇ ਵਿਰੁੱਧ ਫੈਸਲੇ ਦਿੱਤੇ ਸਨ।",Politics
ਮਾਰਚ 1977 ਦੀਆਂ ਆਮ ਚੋਣਾਂ ਵਿੱਚ ਜਨਤਾ ਪਾਰਟੀ ਅਤੇ ਇਸਦੇ ਸਹਿਯੋਗੀਆਂ ਨੇ ਕਿੰਨੀਆਂ ਲੋਕ ਸਭਾ ਸੀਟਾਂ ਜਿੱਤੀਆਂ ਸਨ?,ਜਨਤਾ ਪਾਰਟੀ ਅਤੇ ਇਸ ਦੇ ਸਹਿਯੋਗੀਆਂ ਨੇ ਲੋਕ ਸਭਾ ਦੀਆਂ 542 ਸੀਟਾਂ ਵਿੱਚੋਂ 330 ਸੀਟਾਂ ਜਿੱਤੀਆਂ; ਜਨਤਾ ਪਾਰਟੀ ਨੇ ਖੁਦ 295 ਸੀਟਾਂ ਜਿੱਤੀਆਂ ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਸਪੱਸ਼ਟ ਬਹੁਮਤ ਹਾਸਲ ਕੀਤਾ।,Politics
2024 ਤੱਕ ਮਹਾਰਾਸ਼ਟਰ ਦਾ ਮੁੱਖ ਮੰਤਰੀ ਕੌਣ ਹੈ?,ਏਕਨਾਥ ਸੰਭਾਜੀ ਸ਼ਿੰਦੇ ਇੱਕ ਭਾਰਤੀ ਸਿਆਸਤਦਾਨ ਹਨ ਜੋ 30 ਜੂਨ 2022 ਤੋਂ ਮਹਾਰਾਸ਼ਟਰ ਦੇ 20ਵੇਂ ਅਤੇ ਮੌਜੂਦਾ ਮੁੱਖ ਮੰਤਰੀ ਵਜੋਂ ਸੇਵਾ ਨਿਭਾ ਰਹੇ ਹਨ। ਉਹ ਫਰਵਰੀ 2023 ਤੋਂ ਸ਼ਿਵ ਸੈਨਾ ਦੇ ਆਗੂ ਅਤੇ ਜੁਲਾਈ 2022 ਤੋਂ ਮਹਾਰਾਸ਼ਟਰ ਵਿਧਾਨ ਸਭਾ ਦੇ ਸਦਨ ਦੇ ਆਗੂ ਵਜੋਂ ਵੀ ਸੇਵਾ ਕਰ ਰਹੇ ਹਨ। .,Politics
ਕਿਹੜੀ ਹਾਈਕੋਰਟ ਨੇ 12 ਜੂਨ 1975 ਨੂੰ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਇੰਦਰਾ ਗਾਂਧੀ ਦੇ ਖਿਲਾਫ ਫੈਸਲਾ ਦਿੱਤਾ ਸੀ ਅਤੇ ਉਹ 1971 ਦੀ ਲੋਕ ਸਭਾ ਦੀ ਮੈਂਬਰਸ਼ਿਪ ਗੁਆ ਬੈਠੀ ਸੀ।,"ਉੱਤਰ ਪ੍ਰਦੇਸ਼ ਰਾਜ ਬਨਾਮ ਰਾਜ ਨਰਾਇਣ (1975 AIR 865, 1975 SCR (3) 333) ਇੱਕ 1975 ਦਾ ਕੇਸ ਸੀ ਜਿਸਦੀ ਸੁਣਵਾਈ ਇਲਾਹਾਬਾਦ ਹਾਈ ਕੋਰਟ ਦੁਆਰਾ ਕੀਤੀ ਗਈ ਸੀ ਜਿਸ ਵਿੱਚ ਭਾਰਤ ਦੀ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਇੰਦਰਾ ਗਾਂਧੀ ਨੂੰ ਚੋਣ ਦੁਰਵਿਹਾਰ ਲਈ ਦੋਸ਼ੀ ਪਾਇਆ ਗਿਆ ਸੀ।",Politics
ਭਾਰਤ ਵਿੱਚ ਰਿਆਸਤਾਂ ਦੇ ਏਕੀਕਰਨ ਵਿੱਚ ਸਰਦਾਰ ਪਟੇਲ ਦੁਆਰਾ ਨਿਭਾਈ ਗਈ ਭੂਮਿਕਾ ਦੀ ਵਿਆਖਿਆ ਕਰੋ।,"ਸਰਦਾਰ ਪਟੇਲ ਆਜ਼ਾਦੀ ਤੋਂ ਤੁਰੰਤ ਬਾਅਦ ਦੇ ਮਹੱਤਵਪੂਰਨ ਸਮੇਂ ਦੌਰਾਨ ਭਾਰਤ ਦੇ ਉਪ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਅਤੇ ਗ੍ਰਹਿ ਮੰਤਰੀ ਸਨ। ਉਸਨੇ ਰਿਆਸਤਾਂ ਦੇ ਸ਼ਾਸਕਾਂ ਨਾਲ ਮਜ਼ਬੂਤੀ ਨਾਲ ਪਰ ਕੂਟਨੀਤਕ ਤੌਰ 'ਤੇ ਗੱਲਬਾਤ ਕਰਨ ਅਤੇ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਜ਼ਿਆਦਾਤਰ ਨੂੰ ਭਾਰਤੀ ਸੰਘ ਵਿੱਚ ਲਿਆਉਣ ਵਿੱਚ ਇਤਿਹਾਸਕ ਭੂਮਿਕਾ ਨਿਭਾਈ। ਸਰਦਾਰ ਪਟੇਲ ਨੇ ਭਾਰਤ ਵਿੱਚ ਰਿਆਸਤਾਂ ਦੇ ਏਕੀਕਰਨ ਵਿੱਚ ਹੇਠ ਲਿਖੀਆਂ ਭੂਮਿਕਾਵਾਂ ਨਿਭਾਈਆਂ: ਉਸਨੇ ਕੂਟਨੀਤੀ ਅਤੇ ਗੱਲਬਾਤ ਰਾਹੀਂ ਰਿਆਸਤਾਂ ਤੋਂ ਰਲੇਵੇਂ ਦਾ ਪੱਤਰ ਪ੍ਰਾਪਤ ਕੀਤਾ। ਉਸ ਨੇ ਹੈਦਰਾਬਾਦ, ਜੂਨਾਗੜ੍ਹ, ਮਨੀਪੁਰ ਅਤੇ ਕਸ਼ਮੀਰ ਰਾਜਾਂ ਦੇ ਰਲੇਵੇਂ ਲਈ ਤਾਕਤ ਅਤੇ ਪ੍ਰੇਰਨਾ ਦੀ ਵਰਤੋਂ ਕੀਤੀ।",Politics
1952 ਦੀਆਂ ਪਹਿਲੀਆਂ ਆਮ ਚੋਣਾਂ ਵਿੱਚ ਕਾਂਗਰਸ ਪਾਰਟੀ ਅਤੇ ਭਾਰਤੀ ਜਨ ਸੰਘ ਦੇ ਚੋਣ ਨਿਸ਼ਾਨ ਕੀ ਸਨ?,1952 ਦੀਆਂ ਪਹਿਲੀਆਂ ਆਮ ਚੋਣਾਂ ਵਿੱਚ ਕਾਂਗਰਸ ਪਾਰਟੀ ਦਾ ਚੋਣ ਨਿਸ਼ਾਨ ਬਲਦਾਂ ਦੀ ਜੋੜੀ ਅਤੇ ਦੀਪਕ (ਦੀਪਕ) ਭਾਰਤੀ ਜਨ ਸੰਘ ਦਾ ਚੋਣ ਨਿਸ਼ਾਨ ਸੀ।,Politics
ਸ਼ਿਵ ਸੈਨਾ ਦਾ ਮੁੱਖ ਦਫਤਰ ਕਿੱਥੇ ਹੈ?,"ਸ਼ਿਵ ਸੈਨਾ ਦਾ ਮੁੱਖ ਦਫ਼ਤਰ ਅਤੇ ਮੁੱਖ ਦਫ਼ਤਰ ਠਾਣੇ ਵਿੱਚ ਆਨੰਦ ਦਿਘੇ ਦੇ ਘਰ ਸਥਿਤ ਹੈ। ਦਿਘੇ ਸ਼ਿਵ ਸੈਨਾ ਮੁਖੀ ਨੇਤਾ (ਮੁੱਖ ਨੇਤਾ) ਏਕਨਾਥ ਸ਼ਿੰਦੇ ਦੇ ਗੁਰੂ ਅਤੇ ਸਲਾਹਕਾਰ ਸਨ। 24 ਫਰਵਰੀ 2023 ਨੂੰ, ਸ਼ਿੰਦੇ ਦੁਆਰਾ ਊਧਵ ਠਾਕਰੇ ਤੋਂ ਪਾਰਟੀ ਦੀ ਵਾਗਡੋਰ ਸੰਭਾਲਣ ਤੋਂ ਬਾਅਦ ਹੈੱਡਕੁਆਰਟਰ ਨੂੰ ਸ਼ਿਵਸੇਨਾ ਭਵਨ ਤੋਂ ਤਬਦੀਲ ਕਰ ਦਿੱਤਾ ਗਿਆ;[75] ਜਦੋਂ ਕਿ ਠਾਕਰੇ ਦੇ ਧੜੇ ਨੇ ਸ਼ਿਵਸੇਨਾ ਭਵਨ 'ਤੇ ਆਪਣਾ ਕੰਟਰੋਲ ਬਰਕਰਾਰ ਰੱਖਿਆ।",Politics
ਭਾਰਤ ਦਾ ਅਜਿਹਾ ਕਿਹੜਾ ਰਾਜ ਸੀ ਜਿਸ ਦਾ ਆਪਣਾ ਅਧਿਕਾਰਤ ਝੰਡਾ ਸੀ?,"ਜੰਮੂ ਅਤੇ ਕਸ਼ਮੀਰ ਦਾ ਰਾਜ ਝੰਡਾ ਭਾਰਤ ਦੇ ਸੰਵਿਧਾਨ ਦੇ ਅਨੁਛੇਦ 370 ਦੁਆਰਾ ਖੇਤਰ ਨੂੰ ਦਿੱਤੇ ਗਏ ਵਿਸ਼ੇਸ਼ ਦਰਜੇ ਦੇ ਤਹਿਤ 1952 ਅਤੇ 2019 ਦੇ ਵਿਚਕਾਰ ਸਾਬਕਾ ਭਾਰਤੀ ਰਾਜ ਜੰਮੂ ਅਤੇ ਕਸ਼ਮੀਰ ਵਿੱਚ ਵਰਤਿਆ ਜਾਣ ਵਾਲਾ ਪ੍ਰਤੀਕ ਸੀ। ਇਹ ਇੱਕ ਲਾਲ ਅਤੇ ਚਿੱਟਾ ਝੰਡਾ ਸੀ ਜਿਸ ਵਿੱਚ ਇੱਕ ਹਲ ਅਤੇ ਰਾਜ ਦੇ ਤਿੰਨ ਸੰਘਟਕ ਖੇਤਰਾਂ ਦੀ ਪ੍ਰਤੀਨਿਧਤਾ ਹੁੰਦੀ ਸੀ। ਅਗਸਤ 2019 ਵਿੱਚ ਧਾਰਾ 370 ਦੇ ਖਾਤਮੇ ਤੋਂ ਬਾਅਦ, ਇਸ ਝੰਡੇ ਨੇ ਆਪਣਾ ਅਧਿਕਾਰਤ ਦਰਜਾ ਗੁਆ ਦਿੱਤਾ।",Politics
ਪੰਜਾਬ 'ਤੇ ਹਾਵੀ ਹੋਣ ਵਾਲੀਆਂ ਤਿੰਨ ਸਿਆਸੀ ਪਾਰਟੀਆਂ ਦੀ ਸੂਚੀ ਬਣਾਓ?,"ਪੁਨਰਗਠਿਤ ਅਜੋਕੇ ਪੰਜਾਬ ਦੀ ਰਾਜਨੀਤੀ ਵਿੱਚ ਮੁੱਖ ਤੌਰ 'ਤੇ ਤਿੰਨ ਪਾਰਟੀਆਂ - ਇੰਡੀਅਨ ਨੈਸ਼ਨਲ ਕਾਂਗਰਸ, ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਅਤੇ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ (ਬਾਦਲ) ਦਾ ਦਬਦਬਾ ਹੈ।",Politics
2024 ਤੱਕ ਯੂਪੀ ਦਾ ਸਿਹਤ ਮੰਤਰੀ ਕੌਣ ਹੈ?,"ਜੈ ਪ੍ਰਤਾਪ ਸਿੰਘ (ਜਨਮ 7 ਸਤੰਬਰ 1953) ਇੱਕ ਭਾਰਤੀ ਸਿਆਸਤਦਾਨ ਹੈ ਜੋ ਉੱਤਰ ਪ੍ਰਦੇਸ਼ ਸਰਕਾਰ ਦੇ ਯੋਗੀ ਆਦਿਤਿਆਨਾਥ ਮੰਤਰਾਲੇ ਵਿੱਚ ਮੈਡੀਕਲ ਅਤੇ ਸਿਹਤ, ਪਰਿਵਾਰ ਭਲਾਈ, ਮਾਂ ਅਤੇ ਬਾਲ ਭਲਾਈ ਮੰਤਰੀ ਵਜੋਂ ਸੇਵਾ ਨਿਭਾ ਰਿਹਾ ਹੈ।",Politics
2024 ਤੱਕ MP ਵਿੱਚ ਮੌਜੂਦਾ ਸਮੇਂ ਵਿੱਚ ਕਿਹੜੀ ਸਰਕਾਰ ਸੱਤਾ ਵਿੱਚ ਹੈ?,"ਡਾ. ਮੋਹਨ ਯਾਦਵ (ਜਨਮ 25 ਮਾਰਚ 1965) ਇੱਕ ਭਾਰਤੀ ਸਿਆਸਤਦਾਨ ਅਤੇ ਵਪਾਰੀ ਹੈ ਜੋ 2023 (2024 ਤੱਕ) ਤੋਂ ਮੱਧ ਪ੍ਰਦੇਸ਼ ਦੇ 19ਵੇਂ ਅਤੇ ਮੌਜੂਦਾ ਮੁੱਖ ਮੰਤਰੀ ਵਜੋਂ ਸੇਵਾ ਕਰ ਰਿਹਾ ਹੈ। ਭਾਰਤੀ ਜਨਤਾ ਪਾਰਟੀ ਦਾ ਮੈਂਬਰ, ਉਹ 2013 ਤੋਂ ਮੱਧ ਪ੍ਰਦੇਸ਼ ਦੀ ਵਿਧਾਨ ਸਭਾ ਦੇ ਮੈਂਬਰ ਵਜੋਂ ਉਜੈਨ ਦੱਖਣੀ ਹਲਕੇ ਦੀ ਨੁਮਾਇੰਦਗੀ ਕਰਦਾ ਹੈ।",Politics
2007 ਵਿੱਚ ਯੂਪੀ ਵਿਧਾਨ ਸਭਾ ਚੋਣਾਂ ਦਾ ਪੋਲ ਨਤੀਜਾ ਕੀ ਸੀ?,ਬਹੁਜਨ ਸਮਾਜ ਪਾਰਟੀ ਨੇ ਵਿਧਾਨ ਸਭਾ ਵਿੱਚ 403 ਵਿੱਚੋਂ 206 ਸੀਟਾਂ ਜਿੱਤ ਕੇ ਪੂਰਨ ਬਹੁਮਤ ਹਾਸਲ ਕੀਤਾ।,Politics
ਐਮ. ਕਰੁਣਾਨਿਧੀ ਪਹਿਲੀ ਵਾਰ ਤਾਮਿਲਨਾਡੂ ਵਿਧਾਨ ਸਭਾ ਲਈ ਕਿਸ ਹਲਕੇ ਤੋਂ ਚੁਣੇ ਗਏ ਸਨ?,ਕੁਲਿਥਲੈ,Politics
ਜਿਸ ਨੂੰ ਦੱਖਣੀ ਭਾਰਤ ਦਾ ਪਹਿਲਾ ਕਮਿਊਨਿਸਟ ਮੰਨਿਆ ਜਾਂਦਾ ਹੈ,"ਮਲਾਇਆਪੁਰਮ ਸਿੰਗਾਰਵੇਲੂ ਨੂੰ ਦੱਖਣੀ ਭਾਰਤ ਦਾ ਪਹਿਲਾ ਕਮਿਊਨਿਸਟ ਮੰਨਿਆ ਜਾਂਦਾ ਹੈ। 1925 ਵਿੱਚ, ਉਹ ਭਾਰਤੀ ਕਮਿਊਨਿਸਟ ਪਾਰਟੀ ਦੇ ਸੰਸਥਾਪਕਾਂ ਵਿੱਚੋਂ ਇੱਕ ਬਣ ਗਿਆ; ਅਤੇ ਕਾਨਪੁਰ ਵਿੱਚ ਇਸ ਦੇ ਉਦਘਾਟਨੀ ਸੰਮੇਲਨ ਦੀ ਪ੍ਰਧਾਨਗੀ ਕੀਤੀ। ਉਹ ਭਾਰਤ ਵਿੱਚ ਪਹਿਲੀ ਟਰੇਡ ਯੂਨੀਅਨ ਨੂੰ ਸੰਗਠਿਤ ਕਰਨ ਲਈ ਵੀ ਜਾਣਿਆ ਜਾਂਦਾ ਹੈ ਅਤੇ 19ਵੀਂ ਸਦੀ ਦੇ ਭਾਰਤ ਵਿੱਚ ਪ੍ਰਚਲਿਤ ਗੰਭੀਰ ਛੂਤ-ਛਾਤ ਦੇ ਵਿਰੁੱਧ ਲੜਿਆ ਸੀ।",Politics
