Question,Answer,Domain
 गुजरात की पहली महिला मुख्यमंत्री कौन थी?, आनंदीबेन मफतभाई पटेल (जन्म 21 नवंबर 1941) गुजरात की पहली और एकमात्र (2024 तक) महिला मुख्यमंत्री थीं।,Politics
 2022 के गुजरात विधानसभा चुनाव में किस पार्टी ने सुपर बहुमत हासिल किया?," 2022 के गुजरात विधानसभा चुनाव में भारतीय जनता पार्टी ने 156 सीटों के साथ बहुमत हासिल किया, जो गुजरात के इतिहास में किसी भी पार्टी द्वारा जीती गई सबसे बड़ी संख्या है। भारतीय राष्ट्रीय कांग्रेस राज्य में 3 दशकों में अपने सबसे निचले स्तर पर पहुंच गई, और आम आदमी पार्टी ने 156 सीटों के साथ बहुमत हासिल किया। आदमी पार्टी को पांच सीटें हासिल हुईं।",Politics
 2012 के गोवा चुनाव में किस पार्टी ने भारतीय राष्ट्रीय कांग्रेस को हराया?,"2012 के चुनाव में भारतीय जनता पार्टी (भाजपा) ने गोवा में सीएम दिगंबर कामत के नेतृत्व वाली भारतीय राष्ट्रीय कांग्रेस सरकार को हराया था। चुनाव में भाजपा-महाराष्ट्रवादी गोमांतक गठबंधन ने जीत हासिल की थी, जिसने 40 सीटों वाली विधानसभा में 24 सीटें जीती थीं।",Politics
 गुजरात में कुल कितने निर्वाचन क्षेत्र हैं?,182,Politics
 महाराष्ट्र नवनिर्माण सेना का गठन किसने किया?,"महाराष्ट्र नवनिर्माण सेना (अनुवाद: महाराष्ट्र सुधार सेना; संक्षिप्त एमएनएस) महाराष्ट्र राज्य में स्थित एक क्षेत्रवादी दक्षिणपंथी भारतीय राजनीतिक पार्टी है और हिंदुत्व और मराठी मानुस की विचारधारा पर काम करती है।[12][13] इसकी स्थापना 9 मार्च 2006 को मुंबई में राज ठाकरे ने की थी, जब उन्होंने अपने चचेरे भाई उद्धव ठाकरे के साथ मतभेदों के कारण शिवसेना पार्टी छोड़ दी थी।",Politics
 सामाजिक इतिहासकार बद्री नारायण के अनुसार 2015 के बिहार चुनाव में मुख्य कारक क्या था?,"सामाजिक इतिहासकार बद्री नारायण के अनुसार हिंदुत्व की राजनीति को जाति की राजनीति से भिड़ना था, जिन्होंने 2015 की राजनीतिक उथल-पुथल को कई क्षेत्रीय राजनीतिक दलों और उनके नेताओं के समक्ष चुनौती के रूप में पहचाना, जिनमें से सभी को अपने राज्यों के भीतर विशिष्ट जाति समूहों का समर्थन प्राप्त था।",Politics
 भारतीय राष्ट्रीय विकास समावेशी गठबंधन (इंडिया) के गठन के पीछे क्या प्रेरणा थी?,"इसके पीछे प्रेरणा यह थी कि 2014 और 2019 के आम चुनावों में एनडीए को हराने में विपक्ष की असमर्थता के बाद, 2024 के आम चुनावों में भाजपा के नेतृत्व वाले एनडीए के खिलाफ खड़े होने के लिए लगभग सभी प्रमुख राजनीतिक दलों के एक महागठबंधन की आवश्यकता थी।",Politics
 फ्रीडम हाउस ने 2023 में भारतीय लोकतंत्र की स्थिति को कैसे वर्गीकृत किया?," 2023 में फ्रीडम हाउस की फ्रीडम इन द वर्ल्ड रिपोर्ट में भारत को लगातार तीसरे वर्ष ""आंशिक रूप से स्वतंत्र"" देश के रूप में वर्गीकृत किया गया है।",Politics
चुनाव आयोग किस कानून के तहत काम करता है?, चुनाव आयोग संविधान के अनुच्छेद 324 और तत्पश्चात अधिनियमित जनप्रतिनिधित्व अधिनियम द्वारा प्रदत्त शक्तियों के अंतर्गत कार्य करता है।,Politics
भारत और ब्राज़ील की जलवायु की तुलना करें,"1. भारत में मानसूनी जलवायु है जबकि ब्राज़ील में जलवायु में कई तरह की विविधताएँ हैं। उदाहरण के लिए, ब्राज़ील में भूमध्य रेखा के पास जलवायु गर्म है जबकि मकर रेखा के पास समशीतोष्ण जलवायु है। 2. भारत में, औसत तापमान पूरे वर्ष अधिक रहता है क्योंकि सूर्य की किरणें कर्क रेखा के लंबवत होती हैं जो इससे होकर गुजरती है जबकि ब्राजील में भूमध्य रेखा देश के उत्तरी भाग में फैली हुई है जिसके परिणामस्वरूप अमेज़न घाटी में औसत तापमान 25"" C से 28° C तक होता है। 3. भारत के उत्तरी राज्यों में तापमान ठंडा रहता है। उदाहरण के लिए जम्मू और कश्मीर और हिमालय के पहाड़ी क्षेत्रों के कुछ हिस्सों में सर्दियों के दौरान -40° C तापमान होता है। जबकि भारत के दक्षिणी राज्यों की ओर तापमान बढ़ता है। इसके विपरीत, ब्राजील का उत्तरी भाग आमतौर पर गर्म होता है जबकि दक्षिणी भाग में तापमान तुलनात्मक रूप से कम होता है। 4. भारत में दक्षिण-पश्चिम मानसूनी हवाओं के कारण वर्षा होती है और वर्षा मुख्य रूप से पर्वतीय प्रकार की होती है 6. भारत में उष्णकटिबंधीय चक्रवात अक्सर आते हैं जबकि ब्राजील में ये चक्रवात बहुत कम आते हैं।",Geography
"नर्मदा घाटी में सघन बस्तियाँ पाई जाती हैं, क्योंकि"," नर्मदा घाटी में सघन बस्तियाँ पाई जाती हैं क्योंकि नदी के पास कृषि योग्य भूमि है। नर्मदा घाटी मुख्य रूप से गुजरात और मध्य प्रदेश में स्थित है, और नदी के पास की भूमि बहुत कृषि योग्य है।",Geography
 किसानों के हित में सरकार द्वारा शुरू किए गए विभिन्न संस्थागत सुधार कार्यक्रमों की सूची बनाइए।," अन्य कारक जो बस्तियों के स्वरूप को प्रभावित कर सकते हैं उनमें शामिल हैं: जल की उपलब्धता, भूमि का ढलान, तथा जलवायु स्वरूप।",Geography
चावल की वृद्धि के लिए आवश्यक भौगोलिक परिस्थितियों का वर्णन करें।," भारत में, केन्द्रीकृत बस्तियाँ प्रायः नर्मदा घाटी के पठारी क्षेत्र में पाई जाती हैं।",Geography
भारत विश्व में …………. का अग्रणी उत्पादक एवं निर्यातक है।, चाय,Geography
 पीली क्रांति से तात्पर्य है, तिलहन उत्पादन में वृद्धि हुई।,Geography
 विश्व में चावल उत्पादन की दृष्टि से भारत का कौन सा स्थान है?, दूसरा,Geography
 भारत में कोयले के वितरण का वर्णन करें।,"भारत में कोयला दो मुख्य भूवैज्ञानिक युगों की चट्टान श्रृंखलाओं में होता है, अर्थात् गोंडवाना, जो 200 मिलियन वर्ष से थोड़ा अधिक पुराना है और तृतीयक जमाव जो केवल 55 मिलियन वर्ष पुराना है। गोंडवाना कोयले के प्रमुख संसाधन, जो धातुकर्म कोयला हैं, दामोदर घाटी (पश्चिम बंगाल-झारखंड) में स्थित हैं। झरिया, रानीगंज, बोकारो महत्वपूर्ण कोयला क्षेत्र हैं। गोदावरी, महानदी, सोन और वर्धा घाटियों में भी कोयले के भंडार हैं। तृतीयक कोयला मेघालय, असम, अरुणाचल प्रदेश और नागालैंड के पूर्वोत्तर राज्यों में होता है। झारखंड सबसे बड़ा उत्पादक है जहां झरिया, बोकारो, करमपुर, पलामू प्रमुख कोयला क्षेत्र हैं। पश्चिम बंगाल में रानीगंज, जलपाईगुड़ी और दार्जिलिंग कोयला क्षेत्र हैं",Geography
झारखंड का कोडरमा-गया-हजारीबाग क्षेत्र किस खनिज का प्रमुख उत्पादक है?, अभ्रक,Geography
 भारत का सबसे पुराना तेल उत्पादक राज्य कौन सा है?, असम,Geography
 भारत का सबसे समृद्ध खनिज क्षेत्र ……………… है।, प्रायद्वीपीय पठार,Geography
 शिराओं और परतों से कौन से खनिज प्राप्त होते हैं?,"टिन, तांबा, जस्ता और सीसा आदि प्रमुख धात्विक खनिज शिराओं और परतों से प्राप्त होते हैं।",Geography
चिपको आंदोलन का उद्देश्य क्या था?, वन संरक्षण,Geography
 किस वन्यजीव संरक्षण अधिनियम में पहली बार पौधों की संरक्षित प्रजातियों की सूची शामिल की गई है?, वन्यजीव संरक्षण अधिनियम 1972,Geography
 कौन सी मिट्टी तीव्र निक्षालन से बनती है, लैटेराइट मिट्टी,Geography
 औद्योगिक क्षेत्र को किस आधार पर सार्वजनिक और निजी क्षेत्र में वर्गीकृत किया जाता है?, उद्यमों का स्वामित्व,Geography
 किस शहर को भारत का मैनचेस्टर कहा जाता है?, अहमदाबाद,Geography
 भारत में प्रति व्यक्ति इस्पात की खपत है, वर्ष 2022-23 के दौरान देश में इस्पात की खपत 119.89 मीट्रिक टन और प्रति व्यक्ति इस्पात खपत 86.7 किलोग्राम थी।,Geography
 सिंधु और गंगा नदियाँ कहाँ से निकलती हैं?," गंगा की मुख्य धारा जिसे 'भागीरथी' कहा जाता है, गंगोत्री ग्लेशियर से मिलती है और उत्तरांचल के देवप्रयाग में अलकनंदा से मिलती है। हरिद्वार में गंगा पहाड़ों से निकलकर मैदानों में आती है। सिंधु नदी बाल्टिस्तान और गिलगित से होकर बहती है और अटक में पहाड़ों से निकलती है।",Geography
 कौन सी दो प्रायद्वीपीय नदियाँ गर्त से होकर बहती हैं?,"नर्मदा और तापी दो प्रायद्वीपीय नदियाँ हैं, जो इस गर्त से होकर बहती हैं।",Geography
 आज के कौन से महाद्वीप गोंडवाना भूमि का हिस्सा थे?," सबसे पुराना भूभाग (प्रायद्वीप भाग) गोंडवाना भूमि का हिस्सा था। गोंडवाना भूमि में भारत, ऑस्ट्रेलिया, दक्षिण अफ्रीका और दक्षिण अमेरिका एक ही भूभाग के रूप में शामिल थे।",Geography
 कौन से दो देश सबसे लंबी अंतर्राष्ट्रीय सीमा साझा करते हैं?, कनाडा और अमेरिका,Geography
 विश्व का सबसे घनी आबादी वाला शहर कौन सा है?," मनीला, फिलिप्पीन्स",Geography
निम्नलिखित में से कौन सा राज्य भारत में कॉफ़ी का सबसे बड़ा उत्पादक है?, कर्नाटक,Geography
 सिरोही प्वाइंट पृथ्वी पर कहां स्थित है?, अंटार्कटिका,Geography
 भारत की सबसे बड़ी अंतर्देशीय खारी आर्द्रभूमि प्रणाली किस राज्य में स्थित है?, राजस्थान,Geography
भारत के कुल क्षेत्रफल के कितने प्रतिशत भाग पर गंगा नदी का कब्जा है?,26.30%,Geography
 अलकनंदा नदी किस ग्लेशियर से निकलती है?, सतोपंथ ग्लेशियर,Geography
 कौन सी नदी वुलर झील को पानी देती है?, झेलम,Geography
 व्हीलर द्वीप किस द्वीप का पूर्व नाम था?, व्हीलर द्वीप का पुराना नाम अब्दुल कलाम द्वीप था। यह ओडिशा के तट पर स्थित है। रक्षा अनुसंधान एवं विकास संगठन (DRDO) का एकीकृत परीक्षण रेंज इसी द्वीप पर स्थित है।,Geography
वह एकमात्र अभयारण्य कौन सा है जहाँ कश्मीरी हरिण पाया जाता है?, दाचीगाम राष्ट्रीय उद्यान एकमात्र अभयारण्य है जहाँ कश्मीरी हिरण पाया जाता है। यह कश्मीर में स्थित है।,Geography
 भारत में बायोस्फीयर रिजर्व कार्यक्रम किस वर्ष शुरू किया गया था?, भारत में बायोस्फीयर रिजर्व कार्यक्रम वर्ष 1986 में शुरू किया गया था। भारत में कुल 18 बायोस्फीयर रिजर्व हैं।,Geography
 जीवाश्म सामान्यतः किस प्रकार की चट्टान में पाए जाते हैं?," जीवाश्म आमतौर पर तलछटी चट्टानों में बनते हैं। जब कोई जीव मर जाता है और तलछट में दब जाता है, तो ये तलछट अंततः तलछटी चट्टान में कठोर हो जाते हैं और जीव जीवाश्म के रूप में संरक्षित रहता है। इस प्रक्रिया को जीवाश्मीकरण कहा जाता है। आग्नेय और कायांतरित चट्टानें गर्मी या दबाव से बनती हैं और ये जीवाश्मों के नष्ट होने की सम्भावना है।",Geography
“मेडिसिन लाइन” अक्षांश वृत्त का दूसरा नाम है?," 49वीं समानांतर रेखा को मेडिसिन लाइन का उपनाम दिया गया था क्योंकि 1800 के दशक में अभियानों के दौरान अमेरिकी सैनिकों को इसे पार करने से रोकने की इसकी जादुई क्षमता थी। 49वीं समानांतर रेखा यूरोप, एशिया, प्रशांत महासागर, उत्तरी अमेरिका और अटलांटिक महासागर को पार करती है।",Geography
"चिनाब नदी जिसे चंद्रभागा के नाम से भी जाना जाता है, किस स्थान के निकट चंद्रा और भागा नदियों के विलय से बनती है?"," चिनाब नदी, जिसे चंद्रभागा नदी के नाम से भी जाना जाता है, हिमाचल प्रदेश के लाहौल स्पीति जिले के तांडी में चंद्रा और भागा नदियों के मिलने से बनती है। चंद्रा और भागा नदियाँ 4,891 मीटर की ऊँचाई पर बारालाचा दर्रे के विपरीत किनारों से निकलती हैं। वे 2,286 मीटर की ऊँचाई पर तांडी में मिलती हैं।",Geography
 किस ग्रह की दिन की लंबाई और अक्ष का झुकाव पृथ्वी के लगभग समान है?, मंगल ग्रह,Geography
विश्व का सबसे बड़ा द्वीप देश कौन सा है?," इंडोनेशिया दुनिया का सबसे बड़ा द्वीप देश है क्योंकि इसका क्षेत्रफल 1,904,569 वर्ग किलोमीटर है और इसमें 18,307 से ज़्यादा द्वीप शामिल हैं। यह दुनिया का सबसे ज़्यादा आबादी वाला द्वीप देश भी है।",Geography
 किसी बड़ी नदी की सहायक नदी वाली घाटियों को क्या कहते हैं?,पार्श्व घाटी एक बड़ी नदी की सहायक नदी वाली घाटी है। ये पहाड़ों के पास उच्च क्रम की घाटियाँ हैं।,Geography
 'मबला पर्वत' किस देश में स्थित हैं?,"माबला पर्वत, जिसे मोंटी माबला के नाम से भी जाना जाता है, जिबूती के ओबॉक और ताजौरा क्षेत्रों में स्थित एक पर्वत श्रृंखला है। ये पहाड़, जो जिबूती में पाँचवाँ सबसे ऊँचा स्थान है, यहाँ स्थानिक जिबूती स्परफाउल और डे फ़ॉरेस्ट नेशनल पार्क पाए जाते हैं। यह उच्चभूमि क्षेत्र ताजौरा की खाड़ी के उत्तरी किनारे पर, तटीय मैदान के पीछे स्थित है जहाँ लाल सागर अदन की खाड़ी से मिलता है।",Geography
 सबसे पहले वृक्षारोपण कहां हुआ था?, सबसे पहले बागानों की शुरुआत 15वीं सदी में अफ्रीका के गिनी तट से दूर द्वीपों पर की गई थी। पुर्तगालियों ने गन्ना उत्पादन के लिए इस प्रणाली को यहीं से उत्तरी ब्राजील तक पहुंचाया।,Geography
 शनिवार वाड़ा के निर्माण की लागत कितनी थी?," शनिवारवाड़ा का निर्माण 1732 में पूरा हुआ, जिसकी कुल लागत 16,110 रुपये थी, जो उस समय के हिसाब से बहुत बड़ी राशि थी।",History
 छत्रपति शाहू महाराज का शासनकाल कब शुरू हुआ और कब समाप्त हुआ?, छत्रपति शाहू महाराज का शासनकाल 12 जनवरी 1708 को शुरू हुआ और 15 दिसंबर 1749 को समाप्त हुआ।,History
 बहमनी सल्तनत की स्थापना किसने की?, बहमनी सल्तनत की स्थापना अलाउद्दीन बहमन शाह ने 1347 में की थी।,History
