Question,Answer,Domain
2024 সাল পর্যন্ত মহারাষ্ট্রের মুখ্যমন্ত্রী কে?,একনাথ সম্ভাজি শিন্ডে হলেন একজন ভারতীয় রাজনীতিবিদ যিনি 30 জুন 2022 সাল থেকে মহারাষ্ট্রের 20তম এবং বর্তমান মুখ্যমন্ত্রী হিসেবে দায়িত্ব পালন করছেন৷ তিনি 2023 সালের ফেব্রুয়ারি থেকে শিবসেনার নেতা এবং জুলাই 2022 সাল থেকে মহারাষ্ট্র বিধানসভার নেতা হিসাবেও দায়িত্ব পালন করছেন৷ .,Politics
কোন হাইকোর্ট 12ই জুন 1975 সালে প্রধানমন্ত্রী ইন্দিরা গান্ধীর বিরুদ্ধে রায় দেয় এবং তিনি 1971 সালের লোকসভার সদস্যপদ হারান।,"উত্তরপ্রদেশ রাজ্য বনাম রাজ নারায়ণ (1975 এআইআর 865, 1975 এসসিআর (3) 333) একটি 1975 সালের এলাহাবাদ হাইকোর্টের দ্বারা শুনানি করা মামলা যা ভারতের প্রধানমন্ত্রী ইন্দিরা গান্ধীকে নির্বাচনী অনিয়মের জন্য দোষী সাব্যস্ত করেছিল।",Politics
ভারতে দেশীয় রাজ্যগুলির একীকরণে সর্দার প্যাটেলের ভূমিকা ব্যাখ্যা কর।,"সর্দার প্যাটেল স্বাধীনতার পরপরই গুরুত্বপূর্ণ সময়ে ভারতের উপ-প্রধানমন্ত্রী এবং স্বরাষ্ট্রমন্ত্রী ছিলেন। তিনি দেশীয় রাজ্যের শাসকদের সাথে দৃঢ়ভাবে কিন্তু কূটনৈতিকভাবে আলোচনায় ঐতিহাসিক ভূমিকা পালন করেন এবং তাদের অধিকাংশকে ভারতীয় ইউনিয়নে নিয়ে আসেন। সর্দার প্যাটেল ভারতে দেশীয় রাজ্যগুলির একীকরণে নিম্নলিখিত ভূমিকা পালন করেছিলেন: তিনি কূটনীতি এবং আলোচনার মাধ্যমে রাজ্যগুলির কাছ থেকে যোগদানের একটি চিঠি সংগ্রহ করেছিলেন। তিনি হায়দ্রাবাদ, জুনাগড়, মণিপুর এবং কাশ্মীর রাজ্যগুলির সাথে তাদের একীকরণের জন্য শক্তি ও প্ররোচনা ব্যবহার করেছিলেন।",Politics
1952 সালের প্রথম সাধারণ নির্বাচনে কংগ্রেস পার্টি এবং ভারতীয় জনসংঘের নির্বাচনী প্রতীকগুলি কী ছিল?,1952 সালের প্রথম সাধারণ নির্বাচনে কংগ্রেস দলের প্রতীক ছিল বলদ জোড়া এবং প্রদীপ (দীপক) ছিল ভারতীয় জনসংঘের প্রতীক।,Politics
শিবসেনার সদর দপ্তর কোথায়?,শিবসেনার সদর দপ্তর এবং প্রধান কার্যালয় থানে আনন্দ দীঘের বাড়িতে অবস্থিত। দিঘে ছিলেন শিবসেনার মুখ্য নেতা (প্রধান নেতা) একনাথ শিন্ডের গুরু এবং পরামর্শদাতা। 24 ফেব্রুয়ারী 2023-এ শিন্ডে উদ্ধব ঠাকরের থেকে পার্টির দায়িত্ব নেওয়ার পরে সদর দফতর শিবসেনা ভবন থেকে স্থানান্তরিত হয়;[75] যখন ঠাকরের দল শিবসেনা ভবনের উপর নিয়ন্ত্রণ বজায় রাখে।,Politics
ভারতের একমাত্র রাষ্ট্রের নিজস্ব সরকারি পতাকা কোনটি ছিল?,"জম্মু ও কাশ্মীরের রাজ্য পতাকাটি ভারতের সংবিধানের 370 অনুচ্ছেদ দ্বারা অঞ্চলটিকে প্রদত্ত বিশেষ মর্যাদার অধীনে 1952 এবং 2019 সালের মধ্যে প্রাক্তন ভারতীয় রাজ্য জম্মু ও কাশ্মীরে ব্যবহৃত একটি প্রতীক ছিল। এটি ছিল একটি লাল-সাদা পতাকা যার একটি লাঙ্গল এবং রাজ্যের তিনটি উপাদান অঞ্চলের প্রতিনিধিত্ব ছিল। আগস্ট 2019 সালে 370 ধারা বিলুপ্তির পর, এই পতাকাটি তার সরকারী মর্যাদা হারিয়েছে।",Politics
পাঞ্জাবে আধিপত্য বিস্তারকারী তিনটি রাজনৈতিক দলের তালিকা কর?,"পুনর্গঠিত বর্তমান পাঞ্জাবের রাজনীতিতে প্রধানত তিনটি দলের আধিপত্য রয়েছে - ভারতীয় জাতীয় কংগ্রেস, আম আদমি পার্টি এবং শিরোমনি আকালি দল (বাদল)৷",Politics
2024 সাল পর্যন্ত ইউপির স্বাস্থ্যমন্ত্রী কে?,"জয় প্রতাপ সিং (জন্ম 7 সেপ্টেম্বর 1953) একজন ভারতীয় রাজনীতিবিদ যিনি উত্তর প্রদেশ সরকারের যোগী আদিত্যনাথ মন্ত্রকের চিকিৎসা ও স্বাস্থ্য, পরিবার কল্যাণ, মা ও শিশু কল্যাণ মন্ত্রী হিসেবে দায়িত্ব পালন করছেন।",Politics
2024 সালের হিসাবে বর্তমানে এমপি-তে কোন সরকার ক্ষমতায় রয়েছে?,"ডঃ মোহন যাদব (জন্ম 25 মার্চ 1965) একজন ভারতীয় রাজনীতিবিদ এবং ব্যবসায়ী যিনি 2023 সাল থেকে (2024 সাল পর্যন্ত) মধ্যপ্রদেশের 19তম এবং বর্তমান মুখ্যমন্ত্রী হিসেবে দায়িত্ব পালন করছেন। ভারতীয় জনতা পার্টির একজন সদস্য, তিনি 2013 সাল থেকে মধ্যপ্রদেশের বিধানসভার সদস্য হিসাবে উজ্জয়িন দক্ষিণ কেন্দ্রের প্রতিনিধিত্ব করছেন।",Politics
2007 সালে ইউপি বিধানসভা নির্বাচনের ভোটের ফলাফল কী ছিল?,"বহুজন সমাজ পার্টি বিধানসভায় নিরঙ্কুশ সংখ্যাগরিষ্ঠতা পেয়েছে, 403 আসনের মধ্যে 206টি আসন জিতেছে।",Politics
এম. করুণানিধি কোন কেন্দ্র থেকে তামিলনাড়ু বিধানসভায় প্রথম নির্বাচিত হন?,কুলিথালাই,Politics
যাকে দক্ষিণ ভারতের প্রথম কমিউনিস্ট হিসেবে বিবেচনা করা হয়,"মালয়পুরম সিঙ্গারাভেলুকে দক্ষিণ ভারতের প্রথম কমিউনিস্ট হিসাবে বিবেচনা করা হয়। 1925 সালে, তিনি ভারতের কমিউনিস্ট পার্টির প্রতিষ্ঠাতাদের একজন হয়ে ওঠেন; এবং কানপুরে এর উদ্বোধনী সম্মেলনে সভাপতিত্ব করেন। তিনি ভারতে প্রথম ট্রেড ইউনিয়ন সংগঠিত করার জন্যও পরিচিত এবং 19 শতকের ভারতে প্রচলিত অস্পৃশ্যতার ব্যাপকতার বিরুদ্ধে লড়াই করেছিলেন।",Politics
অন্ধ্রপ্রদেশের সবচেয়ে প্রভাবশালী রাজনৈতিক দলের প্রতিষ্ঠাতা কে ছিলেন?,তেলেগু দেশম পার্টি (টিডিপি; তেলুগু ল্যান্ডের অনুবাদ পার্টি) হল একটি ভারতীয় আঞ্চলিক রাজনৈতিক দল যার প্রভাব অন্ধ্র প্রদেশ এবং তেলেঙ্গানা রাজ্যে। এটি তেলেগু চলচ্চিত্র তারকা এনটি রামা রাও (এনটিআর) দ্বারা 29 মার্চ 1982 সালে প্রতিষ্ঠিত হয়েছিল এবং তেলেগু লোকদের সমর্থন করার উপর দৃষ্টি নিবদ্ধ করেছে।,Politics
কর্ণাটকের রাজনীতিতে আধিপত্য বিস্তারকারী জাতিগোষ্ঠীর উল্লেখ করুন?,কর্ণাটকের রাজনৈতিক পরিবেশ দুটি বর্ণ গোষ্ঠী দ্বারা প্রভাবিত - দক্ষিণ কর্ণাটক ভোক্কালিগাস অধ্যুষিত এবং উত্তর ও মধ্য কর্ণাটকে লিঙ্গায়ত অধ্যুষিত কিন্তু দলিতরা প্রধান ভোটার এবং কর্ণাটকের ক্ষমতাসীন দলের নির্ধারক ফ্যাক্টর,Politics
ভারতের কোন রাজ্যে কমিউনিস্টদের ক্ষমতায় বসানো হয়েছিল?,"কেরালা 1957 সালে গণতান্ত্রিকভাবে কমিউনিস্টদের ক্ষমতায় নির্বাচিত করে ইতিহাস সৃষ্টি করেছিল, এটি করার জন্য বিশ্বের প্রথম।",Politics
বিহারে প্রশাসনিক উদ্দেশ্যে কয়টি বিভাগ রয়েছে?,"প্রশাসনিক উদ্দেশ্যে, বিহার রাজ্যের নয়টি বিভাগ রয়েছে - পাটনা, তিরহুত, সরণ, দরভাঙ্গা, কোসি, পূর্ণিয়া, ভাগলপুর, মুঙ্গের এবং মগধ বিভাগ - যেগুলি তাদের মধ্যে আটত্রিশটি জেলায় বিভক্ত।",Politics
পশ্চিমবঙ্গে উদ্বাস্তুদের আগমনের ফলে কী হয়েছিল?,"1971 সালের বাংলাদেশের স্বাধীনতা যুদ্ধের ফলে লক্ষাধিক শরণার্থী পশ্চিমবঙ্গে চলে আসে, যার ফলে এর অবকাঠামোতে উল্লেখযোগ্য চাপ পড়ে। সরকারকে শরণার্থী সংকট মোটামুটি ভালোভাবে মোকাবেলা করার জন্য আন্তর্জাতিক মিডিয়ার কৃতিত্ব দেওয়া হয়।",Politics
2024 সালের হিসাবে পশ্চিমবঙ্গের প্রধান রাজনৈতিক দল কোনটি?,"সর্বভারতীয় তৃণমূল কংগ্রেস পশ্চিমবঙ্গের বর্তমান রাজনৈতিক দল। 2011 সালের পশ্চিমবঙ্গ বিধানসভা নির্বাচনে, বামফ্রন্ট অল ইন্ডিয়া তৃণমূল কংগ্রেসের কাছে পরাজিত হয়েছিল যা নিরঙ্কুশ সংখ্যাগরিষ্ঠ আসন জিতেছিল। এর ফলে পশ্চিমবঙ্গে 34 বছরের কমিউনিস্ট শাসনের অবসান ঘটল এবং সেই সাথে বিশ্বের দীর্ঘতম গণতান্ত্রিকভাবে নির্বাচিত কমিউনিস্ট সরকারের অবসান ঘটল। মুখ্যমন্ত্রী হলেন তৃণমূল কংগ্রেস নেত্রী মমতা বন্দ্যোপাধ্যায়।",Politics
উড়িষ্যার একটি প্রাদেশিক বিধানসভা নির্বাচনের জন্য কোন আইনের ব্যবস্থা করা হয়েছে?,ভারত সরকার আইন 1935 একটি প্রাদেশিক আইনসভা এবং সরকার নির্বাচনের জন্য প্রদান করে এবং সরকার প্রধানকে প্রধানমন্ত্রী হিসাবে মনোনীত করা হয়েছিল।,Politics
গুজরাটের প্রথম মহিলা মুখ্যমন্ত্রী কে ছিলেন?,আনন্দীবেন মাফাতভাই প্যাটেল (জন্ম 21 নভেম্বর 1941) গুজরাটের প্রথম এবং একমাত্র (2024 সাল পর্যন্ত) মহিলা মুখ্যমন্ত্রী হিসাবে দায়িত্ব পালন করেছিলেন।,Politics
2022 সালের গুজরাট বিধানসভা নির্বাচনে কোন দল সুপার সংখ্যাগরিষ্ঠতা জিতেছে?,"2022 সালের গুজরাট বিধানসভা নির্বাচনে, ভারতীয় জনতা পার্টি 156 টি আসনের মধ্যে সুপার সংখ্যাগরিষ্ঠতা জিতেছে, যা গুজরাটের ইতিহাসে কোনো দলের দ্বারা সবচেয়ে বেশি জিতেছে। ভারতীয় জাতীয় কংগ্রেস 3 দশকের জন্য রাজ্যে তার সর্বনিম্ন গণনায় পড়ে, এবং আম আদমি পার্টি পাঁচটি আসন লাভ করে।",Politics
2012 সালের গোয়া নির্বাচনে কোন দল ভারতীয় জাতীয় কংগ্রেসকে পরাজিত করেছিল?,"2012 সালের নির্বাচনে, ভারতীয় জনতা পার্টি (বিজেপি) গোয়ায় সিএম দিগম্বর কামাতের নেতৃত্বে ভারতীয় জাতীয় কংগ্রেস সরকারকে পরাজিত করে। নির্বাচনে বিজেপি-মহারাষ্ট্রবাদী গোমন্তক জোট জিতেছে যা 40 আসনের বিধানসভায় 24টি আসন জিতেছে।",Politics
গুজরাটে মোট কতটি নির্বাচনী এলাকা রয়েছে?,182,Politics
মহারাষ্ট্র নবনির্মাণ সেনা কে গঠন করেন?,মহারাষ্ট্র নবনির্মাণ সেনা (অনুবাদ: মহারাষ্ট্র সংস্কার বাহিনী; abbr. MNS) হল একটি আঞ্চলিকবাদী অতি-ডান ভারতীয় রাজনৈতিক দল যা মহারাষ্ট্র রাজ্যে অবস্থিত এবং হিন্দুত্ব ও মারাঠি মানুসের মতাদর্শে কাজ করে।[12][13] এটি 9 মার্চ 2006 সালে মুম্বাইতে রাজ ঠাকরে দ্বারা প্রতিষ্ঠিত হয়েছিল যখন তিনি তার চাচাতো ভাই উদ্ধব ঠাকররের সাথে মতবিরোধের কারণে শিবসেনা দল ছেড়েছিলেন।,Politics
সামাজিক ইতিহাসবিদ বদ্রী নারায়ণ দ্বারা চিহ্নিত করা 2015 বিহার নির্বাচনের মূল কারণ কী ছিল?,"হিন্দুত্ববাদী রাজনীতি ছিল জাতপাতের রাজনীতির মোকাবিলা করা, যেমনটি সামাজিক ইতিহাসবিদ বদ্রী নারায়ণ করেছিলেন, যিনি 2015 সালের রাজনৈতিক অস্থিরতাকে অনেক আঞ্চলিক রাজনৈতিক দলগুলির মুখোমুখি চ্যালেঞ্জের অংশ হিসাবে চিহ্নিত করেছিলেন এবং নেতারা সকলেই নির্দিষ্ট বর্ণ গোষ্ঠীর সমর্থন উপভোগ করেছিলেন। তাদের রাজ্য।",Politics
ইন্ডিয়ান ন্যাশনাল ডেভেলপমেন্টাল ইনক্লুসিভ অ্যালায়েন্স (INDIA) গঠনের পিছনে প্রেরণা কী ছিল?,অনুপ্রেরণা ছিল 2014 এবং 2019 সালের সাধারণ নির্বাচনে এনডিএ-কে পরাজিত করতে বিরোধীদের অক্ষমতার পরে 2024 সালের সাধারণ নির্বাচনে বিজেপি-নেতৃত্বাধীন এনডিএ-র বিরুদ্ধে দাঁড়ানোর জন্য প্রায় সমস্ত প্রধান রাজনৈতিক দলের একটি মহাজোটের প্রয়োজন।,Politics
2023 সালে ফ্রিডম হাউস কীভাবে ভারতীয় গণতন্ত্রের শ্রেণীবদ্ধ করেছিল?,"2023 সালে ফ্রিডম হাউসের ফ্রিডম ইন দ্য ওয়ার্ল্ড রিপোর্টে ভারতকে টানা তৃতীয় বছরের জন্য একটি ""আংশিকভাবে মুক্ত"" দেশ হিসাবে শ্রেণীবদ্ধ করা হয়েছিল।",Politics
নির্বাচন কমিশন কোন আইনে কাজ করে?,নির্বাচন কমিশন সংবিধানের 324 অনুচ্ছেদ এবং পরবর্তীতে প্রণীত জনপ্রতিনিধিত্ব আইন দ্বারা প্রদত্ত ক্ষমতার অধীনে কাজ করে।,Politics
ভারত ও ব্রাজিলের জলবায়ুর তুলনা করুন,"1. ভারতে মৌসুমী জলবায়ু রয়েছে যেখানে ব্রাজিল জলবায়ুর বিস্তৃত বৈচিত্র্য অনুভব করে। উদাহরণস্বরূপ, ব্রাজিলে, বিষুবরেখার কাছে, জলবায়ু উষ্ণ এবং মকর রাশির ক্রান্তীয় অঞ্চলের কাছাকাছি, একটি নাতিশীতোষ্ণ জলবায়ু রয়েছে। 2. ভারতে, সারা বছর গড় তাপমাত্রা বেশি থাকে কারণ সূর্যের রশ্মি ক্যান্সারের ক্রান্তীয় অঞ্চল পর্যন্ত ঋজু থাকে যা এর মধ্য দিয়ে যায় যেখানে ব্রাজিলে, নিরক্ষরেখা দেশের উত্তর অংশ জুড়ে কেটে যায় যার ফলে 25"" সেন্টিগ্রেড থেকে 28 হয় আমাজন উপত্যকায় গড় তাপমাত্রা 3. যেমন জম্মু ও কাশ্মীর এবং হিমালয়ের পাহাড়ী অঞ্চলের তাপমাত্রা -40 ডিগ্রি সেলসিয়াস এর বিপরীতে, ব্রাজিলের উত্তরাংশ সাধারণত গরম থাকে যখন দক্ষিণাঞ্চলে তাপমাত্রা তুলনামূলকভাবে কম থাকে। টাইপ যেখানে ব্রাজিল দক্ষিণ-পূর্ব বাণিজ্য বায়ু এবং উত্তর-পূর্ব বাণিজ্য বায়ু থেকে অরোগ্রাফিক ধরনের বৃষ্টিপাত পায় এবং ব্রাজিলের উত্তর অংশে বৃষ্টিপাত হয় 5. ভারতে গুজরাট এবং রাজস্থানের অঞ্চলে কম বৃষ্টিপাত হয় ব্রাজিলের উচ্চভূমির উত্তর-পূর্ব অংশে খুব কম বৃষ্টিপাত হয়। 6. ভারতে, গ্রীষ্মমন্ডলীয় ঘূর্ণিঝড় ঘন ঘন ঘটে যখন এই ঘূর্ণিঝড়গুলি ব্রাজিলে খুব কমই ঘটে।",Geography
কারণ নর্মদা উপত্যকায় ঘনীভূত বসতি পাওয়া যায়,নদীর কাছাকাছি চাষযোগ্য জমির কারণে নর্মদা উপত্যকায় কেন্দ্রীভূত বসতি পাওয়া যায়। নর্মদা উপত্যকা প্রধানত গুজরাট এবং মধ্যপ্রদেশে অবস্থিত এবং একটি নদীর কাছাকাছি জমি খুবই আবাদযোগ্য।,Geography
কৃষকদের স্বার্থে সরকার কর্তৃক প্রবর্তিত বিভিন্ন প্রাতিষ্ঠানিক সংস্কার কর্মসূচি তালিকাভুক্ত করুন।,"বসতি স্থাপনের ধরণগুলিকে প্রভাবিত করতে পারে এমন অন্যান্য কারণগুলির মধ্যে রয়েছে: জলের প্রাপ্যতা, জমির ঢাল এবং জলবায়ুর ধরণ।",Geography
ধানের বৃদ্ধির জন্য প্রয়োজনীয় ভৌগোলিক অবস্থার বর্ণনা দাও।,"ভারতে, নর্মদা উপত্যকার মালভূমি অঞ্চলে প্রায়ই নিউক্লিয়েটেড বসতি পাওয়া যায়।",Geography
ভারত বিশ্বের শীর্ষস্থানীয় উৎপাদক এবং রপ্তানিকারক ………..,চা,Geography
হলুদ বিপ্লব বোঝায়,তৈলবীজের উৎপাদন বৃদ্ধি।,Geography
বিশ্বে ধান উৎপাদনের দিক থেকে ভারত কোন অবস্থানে রয়েছে?,দ্বিতীয়,Geography
ভারতে কয়লার বন্টন বর্ণনা কর।,"ভারতে কয়লা দুটি প্রধান ভূতাত্ত্বিক যুগের শিলা সিরিজে পাওয়া যায়, যেমন গন্ডোয়ানা, বয়সে 200 মিলিয়ন বছরের একটু বেশি এবং তৃতীয় স্তরের জমায় যা মাত্র 55 মিলিয়ন বছর পুরানো। গন্ডোয়ানা কয়লার প্রধান সম্পদ, যা ধাতব কয়লা, দামোদর উপত্যকায় (পশ্চিমবঙ্গ-ঝাড়খণ্ড) অবস্থিত। ঝরিয়া, রানিগঞ্জ, বোকারো গুরুত্বপূর্ণ কয়লাক্ষেত্র। গোদাবরী, মহানদী, সন এবং ওয়ার্ধা উপত্যকায়ও কয়লার মজুত রয়েছে। উত্তর-পূর্বাঞ্চলীয় রাজ্য মেঘালয়, আসাম, অরুণাচল প্রদেশ এবং নাগাল্যান্ডে টারশিয়ারি কয়লা পাওয়া যায়। ঝাড়খণ্ড হল বৃহত্তম উৎপাদক যেখানে ঝরিয়া, বোকারো, করমপুর, পালামু হল প্রধান কয়লাক্ষেত্র। পশ্চিমবঙ্গের রানিগঞ্জ, জলপাইগুড়ি এবং দার্জিলিং হল কয়লাক্ষেত্র। সরগুজা, বিলাসপুর, রায়গড় এবং বস্তার জেলাগুলি হল ছত্তিশগড়ের কয়লাক্ষেত্র। চিনাওয়্যার জেলায় এমপির কয়লা ক্ষেত্র রয়েছে এবং মহারাষ্ট্রে চান্দা প্রধান ক্ষেত্র।",Geography
ঝাড়খণ্ডের কোডারমা গয়া-হাজারীবাগ বেল্ট কোন খনিজ উৎপাদনে শীর্ষস্থানীয়?,মাইকা,Geography
ভারতের প্রাচীনতম তেল উৎপাদনকারী রাজ্য কোনটি?,আসাম,Geography
ভারতের সবচেয়ে ধনী খনিজ বলয় হল ………………,উপদ্বীপীয় মালভূমি,Geography
শিরা ও লোডস থেকে কোন খনিজ পাওয়া যায়?,"প্রধান ধাতব খনিজ যেমন টিন, তামা, দস্তা এবং সীসা ইত্যাদি শিরা এবং লোড থেকে প্রাপ্ত হয়।",Geography
চিপকো আন্দোলনের উদ্দেশ্য কি ছিল?,বন সংরক্ষণ,Geography
কোন বন্যপ্রাণী সুরক্ষা আইন প্রথমবারের মতো উদ্ভিদের সংরক্ষিত প্রজাতির তালিকায় অন্তর্ভুক্ত করেছে?,বন্যপ্রাণী সুরক্ষা আইন 1972,Geography
কোন মাটি তীব্র leaching দ্বারা গঠিত হয়,ল্যাটেরাইট মাটি,Geography
কিসের ভিত্তিতে শিল্প খাতকে সরকারি ও বেসরকারি খাতে ভাগ করা হয়?,উদ্যোগের মালিকানা,Geography
ভারতের ম্যানচেস্টার নামে পরিচিত কোন শহর?,আহমেদাবাদ,Geography
ভারতে মাথাপিছু ইস্পাত ব্যবহার হয়,"2022-23 সালে, দেশে ইস্পাত খরচ ছিল 119.89 মেট্রিক টন এবং মাথাপিছু ইস্পাত ব্যবহার 86.7 কেজি।",Geography
সিন্ধু ও গঙ্গা নদীর উৎপত্তিস্থল কোথায়?,"ভাগীরথী' নামক গঙ্গার মাথার জল গঙ্গোত্রী হিমবাহ দ্বারা খাওয়ানো হয় এবং উত্তরাঞ্চলের দেবপ্রয়াগে অলকানন্দা দ্বারা মিলিত হয়। হরিদ্বারে, গঙ্গা পাহাড় থেকে সমতল ভূমিতে উত্থিত হয়। সিন্ধু বালতিস্তান এবং গিলগিটের মধ্য দিয়ে প্রবাহিত হয়েছে এবং এটিকের পাহাড় থেকে উত্থিত হয়েছে।",Geography
কোন দুটি উপদ্বীপের নদী খাদের মধ্য দিয়ে প্রবাহিত হয়?,"নর্মদা এবং তাপি হল দুটি উপদ্বীপীয় নদী, যা খাদের মধ্য দিয়ে প্রবাহিত হয়।",Geography
আজকের কোন মহাদেশগুলি গন্ডোয়ানা ভূমির অংশ ছিল?,"প্রাচীনতম ল্যান্ডমাস, (উপদ্বীপের অংশ), ছিল গন্ডোয়ানা ভূমির একটি অংশ। গন্ডোয়ানা ভূমি ভারত, অস্ট্রেলিয়া, দক্ষিণ আফ্রিকা এবং দক্ষিণ আমেরিকাকে একক ভূমি ভর হিসাবে অন্তর্ভুক্ত করেছিল।",Geography
