Question,Answer,Domain
 ২০২৪ চনৰ হিচাপত মহাৰাষ্ট্ৰৰ মুখ্যমন্ত্ৰী কোন ?,২০২২ চনৰ ৩০ জুনৰ পৰা মহাৰাষ্ট্ৰৰ ২০ সংখ্যক আৰু বৰ্তমানৰ মুখ্যমন্ত্ৰী হিচাপে কাৰ্যনিৰ্বাহ কৰা একনাথ সম্ভাজী শিণ্ডে ২০২৩ চনৰ ফেব্ৰুৱাৰী মাহৰ পৰা শিৱসেনাৰ নেতা আৰু ২০২২ চনৰ জুলাই মাহৰ পৰা মহাৰাষ্ট্ৰ বিধানসভাৰ সদনৰ নেতা হিচাপেও কাৰ্যনিৰ্বাহ কৰি আছে .,Politics
 কোনখন উচ্চ ন্যায়ালয়ে ১৯৭৫ চনৰ ১২ জুনত প্ৰধানমন্ত্ৰী ইন্দিৰা গান্ধীৰ বিৰুদ্ধে ৰায় দিছিল আৰু ১৯৭১ চনত তেওঁ লোকসভাৰ সদস্যপদ হেৰুৱাইছিল।," উত্তৰ প্ৰদেশ ৰাজ্য বনাম ৰাজ নাৰায়ণ (১৯৭৫ AIR 865, 1975 SCR (3) 333) ১৯৭৫ চনত এলাহাবাদ উচ্চ ন্যায়ালয়ে শুনানি গ্ৰহণ কৰা গোচৰটোত ভাৰতৰ প্ৰধানমন্ত্ৰী ইন্দিৰা গান্ধীক নিৰ্বাচনী অসৎ আচৰণৰ বাবে দোষী সাব্যস্ত কৰা হৈছিল।",Politics
 ভাৰতৰ ৰাজকীয় ৰাজ্যসমূহৰ একত্ৰীকৰণত চৰ্দাৰ পেটেলে গ্ৰহণ কৰা ভূমিকা ব্যাখ্যা কৰা।,"স্বাধীনতাৰ ঠিক পিছৰ গুৰুত্বপূৰ্ণ সময়ছোৱাত চৰ্দাৰ পেটেল ভাৰতৰ উপ-প্ৰধানমন্ত্ৰী আৰু গৃহমন্ত্ৰী আছিল। দৃঢ়তাৰে কিন্তু কূটনৈতিকভাৱে ৰাজকীয় ৰাজ্যৰ শাসকসকলৰ সৈতে আলোচনা কৰি অধিকাংশকে ভাৰতীয় সংঘলৈ অনাত তেওঁ এক ঐতিহাসিক ভূমিকা পালন কৰিছিল। ভাৰতত ৰাজকীয় ৰাষ্ট্ৰসমূহৰ একত্ৰীকৰণত চৰ্দাৰ পেটেলে তলত দিয়া ভূমিকাসমূহ পালন কৰিছিল: তেওঁ কূটনীতি আৰু আলোচনাৰ জৰিয়তে ৰাজকীয় ৰাজ্যসমূহৰ পৰা যোগদানৰ পত্ৰ লাভ কৰিছিল। তেওঁ হায়দৰাবাদ, জুনাগড়, মণিপুৰ আৰু কাশ্মীৰ ৰাজ্যৰ সৈতে একত্ৰীকৰণৰ বাবে জোৰ-জবৰদস্তি আৰু বুজাবুজি ব্যৱহাৰ কৰিছিল।",Politics
 ১৯৫২ চনৰ প্ৰথম সাধাৰণ নিৰ্বাচনত কংগ্ৰেছ দল আৰু ভাৰতীয় জনসংঘৰ নিৰ্বাচনী প্ৰতীক কি আছিল?, ১৯৫২ চনৰ প্ৰথম সাধাৰণ নিৰ্বাচনত কংগ্ৰেছ দলৰ প্ৰতীক আছিল গৰু আৰু লেম্পৰ যোৰ (দীপক) ভাৰতীয় জনসংঘৰ প্ৰতীক আছিল।,Politics
 শিৱসেনাৰ মুখ্য কাৰ্যালয় ক'ত ?,শিৱসেনাৰ মুখ্য কাৰ্যালয় আৰু মূল কাৰ্যালয় থানেত আনন্দ দিঘেৰ ঘৰত অৱস্থিত। দিঘে আছিল গুৰু আৰু শিৱসেনা মুখি নেতা (মূল নেতা) একনাথ শিণ্ডেৰ গুৰু। ২০২৩ চনৰ ২৪ ফেব্ৰুৱাৰীত শিন্দে উদ্ধৱ থাকৰেৰ পৰা দলটোৰ দায়িত্ব লোৱাৰ পিছত শিৱসেনা ভৱনৰ পৰা মুখ্য কাৰ্যালয় স্থানান্তৰ কৰা হয়;[75] আনহাতে থাকৰেৰ ফৈদে শিৱসেনা ভৱনৰ ওপৰত নিয়ন্ত্ৰণ অক্ষুণ্ণ ৰাখে।,Politics
 কোনখন ভাৰতীয় ৰাজ্যৰ নিজা চৰকাৰী পতাকা আছিল?, ভাৰতৰ সংবিধানৰ ৩৭০ নং অনুচ্ছেদে অঞ্চলটোক প্ৰদান কৰা বিশেষ মৰ্যাদাৰ অধীনত ১৯৫২ চনৰ পৰা ২০১৯ চনৰ ভিতৰত ভাৰতৰ পূৰ্বৰ জম্মু-কাশ্মীৰ ৰাজ্যত জম্মু-কাশ্মীৰৰ ৰাজ্যিক পতাকা ব্যৱহৃত প্ৰতীক আছিল। ই আছিল নাঙল আৰু ৰাজ্যৰ তিনিটা গঠনমূলক অঞ্চলৰ প্ৰতিনিধিত্ব থকা ৰঙা-বগা পতাকা। ২০১৯ চনৰ আগষ্ট মাহত ৩৭০ অনুচ্ছেদ বিলুপ্ত হোৱাৰ পিছত এই পতাকাখনে চৰকাৰী মৰ্যাদা হেৰুৱাই পেলালে।,Politics
 পঞ্জাৱত আধিপত্য বিস্তাৰ কৰা তিনিটা ৰাজনৈতিক দলৰ তালিকা ?,"পুনৰ সংগঠিত বৰ্তমানৰ পঞ্জাৱৰ ৰাজনীতিত মূলতঃ তিনিটা দলৰ আধিপত্য আছে – ভাৰতীয় জাতীয় কংগ্ৰেছ, আম আদমী পাৰ্টি আৰু শিৰোমণি আকালি দল (বাদল)।",Politics
 ২০২৪ চনৰ হিচাপত ইউ পিৰ স্বাস্থ্যমন্ত্ৰী কোন ?," জয় প্ৰতাপ সিং (জন্ম ৭ ছেপ্টেম্বৰ ১৯৫৩) উত্তৰ প্ৰদেশ চৰকাৰৰ যোগী আদিত্যনাথ মন্ত্ৰালয়ত চিকিৎসা আৰু স্বাস্থ্য, পৰিয়াল কল্যাণ, মাতৃ আৰু শিশু কল্যাণ মন্ত্ৰী হিচাপে কাৰ্যনিৰ্বাহ কৰা এজন ভাৰতীয় ৰাজনীতিবিদ।",Politics
 ২০২৪ চনৰ হিচাপত বৰ্তমান কোনখন চৰকাৰ সাংসদত ক্ষমতাত আছে ?," ড° মোহন যাদৱ (জন্ম ২৫ মাৰ্চ ১৯৬৫) এজন ভাৰতীয় ৰাজনীতিবিদ আৰু ব্যৱসায়ী যিয়ে ২০২৩ চনৰ পৰা (২০২৪ চনৰ হিচাপত) মধ্যপ্ৰদেশৰ ১৯ সংখ্যক আৰু বৰ্তমানৰ মুখ্যমন্ত্ৰী হিচাপে কাৰ্যনিৰ্বাহ কৰি আছে। ভাৰতীয় জনতা পাৰ্টিৰ সদস্য, ২০১৩ চনৰ পৰা মধ্যপ্ৰদেশৰ বিধানসভাৰ সদস্য হিচাপে উজ্জয়িন দক্ষিণ সমষ্টিক প্ৰতিনিধিত্ব কৰি আহিছে।",Politics
 ২০০৭ চনত ইউ পি বিধানসভা নিৰ্বাচনৰ Poll ফলাফল কি আছিল?, বহুজন সমাজ পাৰ্টিয়ে বিধানসভাত নিৰপেক্ষ সংখ্যাগৰিষ্ঠতা লাভ কৰি ৪০৩খন আসনৰ ভিতৰত ২০৬খন আসন লাভ কৰে।,Politics
কোনটো সমষ্টিৰ পৰা প্ৰথমে তামিলনাডু বিধানসভালৈ নিৰ্বাচিত হৈছিল এম কৰুণানিধি ?, কুলিঠালাই,Politics
 যাক দক্ষিণ ভাৰতৰ প্ৰথম কমিউনিষ্ট বুলি গণ্য কৰা হয়, মলয়াপুৰম চিংগাৰভেলুক দক্ষিণ ভাৰতৰ প্ৰথম কমিউনিষ্ট হিচাপে গণ্য কৰা হয়। ১৯২৫ চনত তেওঁ ভাৰতীয় কমিউনিষ্ট পাৰ্টিৰ অন্যতম প্ৰতিষ্ঠাপক পিতৃ হিচাপে পৰিগণিত হয়; আৰু কানপুৰত ইয়াৰ উদ্বোধনী অধিৱেশনৰ অধ্যক্ষতা কৰে। ভাৰতৰ প্ৰথমটো ট্ৰেড ইউনিয়ন সংগঠিত কৰাৰ বাবেও তেওঁ পৰিচিত আৰু ১৯ শতিকাৰ ভাৰতত প্ৰচলিত তীব্ৰ অস্পৃশ্যতাৰ প্ৰাদুৰ্ভাৱৰ বিৰুদ্ধে যুঁজিছিল।,Politics
 অন্ধ্ৰ প্ৰদেশৰ আটাইতকৈ প্ৰভাৱশালী ৰাজনৈতিক দলটোৰ প্ৰতিষ্ঠাপক কোন আছিল ?, তেলেগু দেশম পাৰ্টি (TDP; transl. Party of the Telugu Land) হৈছে অন্ধ্ৰপ্ৰদেশ আৰু তেলেংগানা ৰাজ্যত প্ৰভাৱ থকা ভাৰতীয় আঞ্চলিক ৰাজনৈতিক দল। ১৯৮২ চনৰ ২৯ মাৰ্চত তেলেগু চিনেমাৰ তাৰকা এন টি ৰামা ৰাৱে (এন টি আৰ) প্ৰতিষ্ঠা কৰা এই ছবিখনে তেলেগু লোকসকলক সহায় কৰাত মনোনিৱেশ কৰিছে।,Politics
 কৰ্ণাটকৰ ৰাজনীতিত আধিপত্য বিস্তাৰ কৰা জাতিগোষ্ঠীৰ কথা উল্লেখ কৰক ?,কৰ্ণাটকৰ ৰাজনৈতিক পৰিৱেশত দুটা জাতি গোটৰ আধিপত্য আছে — দক্ষিণ কৰ্ণাটকত ভোক্কালিগাসকলৰ আধিপত্য আৰু উত্তৰ আৰু মধ্য কৰ্ণাটকত লিংগায়তৰ প্ৰধান কিন্তু দলিতসকল প্ৰধান ভোটাৰ আৰু কৰ্ণাটকৰ শাসকীয় দলৰ নিৰ্ণায়ক কাৰক,Politics
 ভাৰতৰ কোনখন ৰাজ্যই কমিউনিষ্টক ক্ষমতালৈ নিৰ্বাচিত কৰিছিল ?," ১৯৫৭ চনত গণতান্ত্ৰিকভাৱে কমিউনিষ্টক ক্ষমতালৈ নিৰ্বাচিত কৰি কেৰালাই ইতিহাসৰ সৃষ্টি কৰিছিল, বিশ্বৰ ভিতৰতে প্ৰথমবাৰৰ বাবে ক্ষমতালৈ নিৰ্বাচিত হৈছিল।",Politics
 প্ৰশাসনিক কামত বিহাৰত কিমানটা বিভাগ আছে ?," প্ৰশাসনিক উদ্দেশ্যত বিহাৰ ৰাজ্যৰ নটা সংমণ্ডল আছে—পাটনা, তিৰহুত, সাৰণ, দৰভংগা, কোচি, পূৰ্ণিয়া, ভাগলপুৰ, মুংগেৰ, আৰু মাগধ সংমণ্ডল—যিবোৰৰ মাজত আঠত্ৰিশখন জিলাত উপবিভক্ত।",Politics
 কিহৰ ফলত পশ্চিম বংগত শৰণাৰ্থীৰ আগমন ঘটিল ?,"১৯৭১ চনৰ বাংলাদেশ মুক্তিযুদ্ধৰ ফলত পশ্চিম বংগলৈ লাখ লাখ শৰণাৰ্থীৰ আগমন ঘটে, যাৰ ফলত ইয়াৰ আন্তঃগাঁথনিৰ ওপৰত যথেষ্ট টান পৰে। শৰণাৰ্থী সংকট মোটামুটি ভালদৰে চম্ভালিবলৈ চৰকাৰক কৃতিত্ব দিছিল আন্তঃৰাষ্ট্ৰীয় সংবাদ মাধ্যমে।",Politics
 ২০২৪ চনৰ হিচাপত পশ্চিমবংগত কোনটো ৰাজনৈতিক দল প্ৰধান ?, সৰ্বভাৰতীয় তৃণমূল কংগ্ৰেছ হৈছে পশ্চিমবংগত বৰ্তমান ৰাজত্ব কৰা ৰাজনৈতিক দল। ২০১১ চনৰ পশ্চিম বংগ বিধানসভাৰ নিৰ্বাচনত বাওঁ মৰ্চাৰ সৰ্বভাৰতীয় তৃণমূল কংগ্ৰেছৰ হাতত পৰাস্ত হৈছিল যিয়ে নিৰপেক্ষ সংখ্যাগৰিষ্ঠতা লাভ কৰিছিল। ইয়াৰ ফলত পশ্চিম বংগত ৩৪ বছৰীয়া কমিউনিষ্ট শাসনৰ অন্ত পৰাৰ লগতে বিশ্বৰ আটাইতকৈ দীৰ্ঘদিনীয়া গণতান্ত্ৰিকভাৱে নিৰ্বাচিত কমিউনিষ্ট চৰকাৰৰ অন্ত পৰে। তৃণমূল কংগ্ৰেছৰ নেত্ৰী মমতা বেনাৰ্জী মুখ্যমন্ত্ৰী হয়।,Politics
 কোনখন আইনত উৰিষ্যাত প্ৰাদেশিক বিধানসভা নিৰ্বাচনৰ ব্যৱস্থা আছিল?,১৯৩৫ চনৰ ভাৰত চৰকাৰ আইনত প্ৰাদেশিক বিধানসভা আৰু চৰকাৰ নিৰ্বাচনৰ ব্যৱস্থা কৰা হৈছিল আৰু চৰকাৰৰ মুৰব্বীক প্ৰধানমন্ত্ৰী হিচাপে নিযুক্ত কৰা হৈছিল।,Politics
 গুজৰাটৰ প্ৰথম মহিলা মুখ্যমন্ত্ৰী কোন আছিল ?, আনন্দীবেন মাফাতভাই পেটেল (জন্ম ২১ নৱেম্বৰ ১৯৪১) গুজৰাটৰ প্ৰথম আৰু একমাত্ৰ (২০২৪ চনৰ হিচাপত) মহিলা মুখ্যমন্ত্ৰী হিচাপে কাৰ্যনিৰ্বাহ কৰিছিল।,Politics
 ২০২২ চনৰ গুজৰাট বিধানসভাৰ নিৰ্বাচনত কোনটো দলে ছুপাৰ মেজৰিটি লাভ কৰিছিল?," ২০২২ চনৰ গুজৰাট বিধানসভাৰ নিৰ্বাচনত ভাৰতীয় জনতা পাৰ্টিয়ে ১৫৬খন আসনৰ ছুপাৰ মেজৰিটি লাভ কৰিছিল, যিটো গুজৰাটৰ ইতিহাসত এতিয়ালৈকে কোনো দলে সৰ্বাধিক আসন লাভ কৰিছিল। ভাৰতীয় জাতীয় কংগ্ৰেছ ৩ দশকৰ ৰাজ্যৰ ভিতৰতে সৰ্বনিম্ন গণনালৈ নামি আহি আম আদমী পাৰ্টিয়ে পাঁচখন আসন লাভ কৰে।",Politics
 ২০১২ চনৰ গোৱা নিৰ্বাচনত কোন দলে ভাৰতীয় জাতীয় কংগ্ৰেছক পৰাস্ত কৰিছিল?,"২০১২ চনৰ নিৰ্বাচনত ভাৰতীয় জনতা পাৰ্টিয়ে গোৱাত ভাৰতীয় জাতীয় কংগ্ৰেছ চৰকাৰক পৰাস্ত কৰিছিল, যাৰ নেতৃত্বত মুখ্যমন্ত্ৰী দিগম্বৰ কামাতৰ নেতৃত্ব দিছিল। নিৰ্বাচনত ৪০খন আসনৰ বিধানসভাত ২৪খন আসন লাভ কৰি বিজেপি-মহাৰাষ্ট্ৰবাদী গোমন্তক মিত্ৰজোঁটে জয়লাভ কৰে।",Politics
 গুজৰাটত মুঠ কিমান সমষ্টি আছে?,182,Politics
 মহাৰাষ্ট্ৰ নৱনিৰ্মান সেনা কোনে গঠন কৰিছিল?, মহাৰাষ্ট্ৰ নৱনিৰ্মান সেনা (অনুবাদ: মহাৰাষ্ট্ৰ সংস্কাৰ সেনা; abbr. MNS) মহাৰাষ্ট্ৰ ৰাজ্যত ভিত্তি কৰি হিন্দুত্ববাদী আৰু মাৰাঠী মানুৰ মতাদৰ্শৰ ওপৰত ভিত্তি কৰি চলি থকা এটা আঞ্চলিকতাবাদী উগ্ৰ সোঁপন্থী ভাৰতীয় ৰাজনৈতিক দল।[12][13] ২০০৬ চনৰ ৯ মাৰ্চত ৰাজ থাকৰে মুম্বাইত তেওঁৰ খুলশালীয়েক উদ্ধৱ থাকৰেৰ সৈতে হোৱা মতানৈক্যৰ বাবে শিৱসেনা দল ত্যাগ কৰি প্ৰতিষ্ঠা কৰিছিল,Politics
 সামাজিক ইতিহাসবিদ বদ্ৰী নাৰায়ণে চিনাক্ত কৰা ২০১৫ চনৰ বিহাৰ নিৰ্বাচনৰ মূল কাৰক কি আছিল?,"হিন্দুত্ববাদী ৰাজনীতিয়ে সামাজিক ইতিহাসবিদ বদ্ৰী নাৰায়ণে কোৱাৰ দৰে জাতি ৰাজনীতিৰ মুখামুখি হ’ব লাগিছিল, যিয়ে ২০১৫ চনৰ ৰাজনৈতিক অস্থিৰতাক বহু আঞ্চলিক ৰাজনৈতিক দল আৰু নেতাসকলে সন্মুখীন হোৱা প্ৰত্যাহ্বানৰ অংশ হিচাপে চিনাক্ত কৰিছিল, যিসকল সকলোৱেই ভিতৰত নিৰ্দিষ্ট জাতি গোটৰ সমৰ্থন লাভ কৰিছিল তেওঁলোকৰ ৰাজ্যসমূহ।",Politics
 ভাৰতীয় ৰাষ্ট্ৰীয় উন্নয়নমূলক অন্তৰ্ভুক্ত মিত্ৰজোঁট (INDIA) গঠনৰ আঁৰৰ প্ৰেৰণা কি আছিল?, ইয়াৰ প্ৰেৰণা আছিল ২০১৪ আৰু ২০১৯ৰ সাধাৰণ নিৰ্বাচনত বিৰোধীয়ে এন ডি এক পৰাস্ত কৰিব নোৱাৰাৰ পিছত ২০২৪ চনৰ সাধাৰণ নিৰ্বাচনত বিজেপি নেতৃত্বাধীন এন ডি এৰ বিৰুদ্ধে থিয় দিবলৈ প্ৰায় সকলো ডাঙৰ ৰাজনৈতিক দলৰ এক বৃহৎ মিত্ৰতাৰ প্ৰয়োজনীয়তা।,Politics
 ২০২৩ চনত ফ্ৰিডম হাউছে ভাৰতীয় গণতন্ত্ৰৰ অৱস্থাক কেনেদৰে শ্ৰেণীভুক্ত কৰিছিল?," ২০২৩ চনত ফ্ৰিডম হাউছৰ ফ্ৰিডম ইন দ্য ৱৰ্ল্ড প্ৰতিবেদনত ভাৰতক একেৰাহে তৃতীয় বছৰৰ বাবে ""আংশিকভাৱে মুক্ত"" দেশ হিচাপে শ্ৰেণীভুক্ত কৰা হৈছে।",Politics
 কি আইনৰ অধীনত নিৰ্বাচন আয়োগে কাম কৰে?,সংবিধানৰ ৩২৪ নং অনুচ্ছেদ আৰু পৰৱৰ্তী সময়ত প্ৰণয়ন কৰা জনপ্ৰতিনিধিত্ব আইনৰ দ্বাৰা প্ৰদান কৰা ক্ষমতাৰ অধীনত নিৰ্বাচন আয়োগে কাম কৰে।,Politics
 ভাৰত আৰু ব্ৰাজিলৰ জলবায়ুৰ তুলনা কৰক,"১) ভাৰতৰ জলবায়ু বাৰিষাৰ ধৰণৰ আনহাতে ব্ৰাজিলত জলবায়ুৰ বহু পৰিমাণে তাৰতম্য দেখা যায়। উদাহৰণস্বৰূপে ব্ৰাজিলত বিষুৱৰেখাৰ ওচৰত জলবায়ু গৰম হোৱাৰ বিপৰীতে মকৰ ৰাশিৰ ক্ৰান্তীয় অঞ্চলৰ ওচৰত নাতিশীতোষ্ণ ধৰণৰ জলবায়ু আছে। ২) ভাৰতত গড় উষ্ণতা বছৰটোৰ ভিতৰতে বেছি হয় কাৰণ সূৰ্য্যৰ ৰশ্মি ইয়াৰ মাজেৰে পাৰ হৈ যোৱা কৰ্কট ৰোগৰ ৰশ্মিলৈকে লম্ব হৈ থাকে আনহাতে ব্ৰাজিলত বিষুৱৰেখাই দেশৰ উত্তৰ অংশ কাটি যায় যাৰ ফলত ২৫"" চেলছিয়াছৰ পৰা ২৮লৈকে হয় ° আমাজন উপত্যকাৰ গড় উষ্ণতা ৩) ভাৰতৰ উত্তৰ ৰাজ্যসমূহৰ উষ্ণতা ঠাণ্ডা ইয়াৰ বিপৰীতে ব্ৰাজিলৰ উত্তৰ অংশত উষ্ণতা তুলনামূলকভাৱে কম ব্ৰাজিলে দক্ষিণ-পূব বাণিজ্যিক বতাহ আৰু উত্তৰ-পূব বাণিজ্যিক বতাহৰ পৰা অৰ'গ্ৰাফিক ধৰণৰ বৰষুণ লাভ কৰে আৰু ব্ৰাজিলৰ উত্তৰ অংশত বৰষুণ সংবহনীয় ধৰণৰ আনহাতে ব্ৰাজিলৰ হাইলেণ্ডৰ উত্তৰ-পূব অংশত বৰষুণ অতি কম হয়। ৬) ভাৰতত ক্ৰান্তীয় ঘূৰ্ণীবতাহ সঘনাই দেখা দিয়ে আনহাতে ব্ৰাজিলত এই ঘূৰ্ণীবতাহ খুব কমেইহে দেখা দিয়ে।",Geography
