Question,Answer,Domain
 1973 ರಲ್ಲಿ ಭಾರತದ ಮುಖ್ಯ ನ್ಯಾಯಮೂರ್ತಿಯಾಗಿ ಯಾರು ನೇಮಕಗೊಂಡರು? ಈ ನೇಮಕಾತಿ ಏಕೆ ವಿವಾದವಾಯಿತು?,"1973 ರಲ್ಲಿ, ಸರ್ಕಾರವು ಮೂವರು ನ್ಯಾಯಾಧೀಶರ ಹಿರಿತನವನ್ನು ಬದಿಗಿಟ್ಟು ನ್ಯಾಯಮೂರ್ತಿ ಎಎನ್ ರೇ ಅವರನ್ನು ಭಾರತದ ಮುಖ್ಯ ನ್ಯಾಯಮೂರ್ತಿಯಾಗಿ ನೇಮಿಸಿತು. ಈ ನೇಮಕಾತಿಯು ರಾಜಕೀಯವಾಗಿ ವಿವಾದಾಸ್ಪದವಾಯಿತು.",Politics
 ಮಾರ್ಚ್ 1977 ರ ಸಾರ್ವತ್ರಿಕ ಚುನಾವಣೆಯಲ್ಲಿ ಜನತಾ ಪಕ್ಷ ಮತ್ತು ಅದರ ಮಿತ್ರಪಕ್ಷಗಳು ಎಷ್ಟು ಲೋಕಸಭಾ ಸ್ಥಾನಗಳನ್ನು ಗೆದ್ದವು?,ಜನತಾ ಪಕ್ಷ ಮತ್ತು ಅದರ ಮಿತ್ರಪಕ್ಷಗಳು ಲೋಕಸಭೆಯಲ್ಲಿ 542 ಸ್ಥಾನಗಳಲ್ಲಿ 330 ಸ್ಥಾನಗಳನ್ನು ಗೆದ್ದವು; ಜನತಾ ಪಕ್ಷವೇ 295 ಸ್ಥಾನಗಳನ್ನು ಗೆದ್ದು ಸ್ಪಷ್ಟ ಬಹುಮತ ಪಡೆದಿದೆ.,Politics
 2024 ರ ಹೊತ್ತಿಗೆ ಮಹಾರಾಷ್ಟ್ರದ ಮುಖ್ಯಮಂತ್ರಿ ಯಾರು?," ಏಕನಾಥ್ ಸಂಭಾಜಿ ಶಿಂಧೆ ಅವರು ಭಾರತೀಯ ರಾಜಕಾರಣಿಯಾಗಿದ್ದು, ಇವರು 30 ಜೂನ್ 2022 ರಿಂದ ಮಹಾರಾಷ್ಟ್ರದ 20 ನೇ ಮತ್ತು ಪ್ರಸ್ತುತ ಮುಖ್ಯಮಂತ್ರಿಯಾಗಿ ಸೇವೆ ಸಲ್ಲಿಸುತ್ತಿದ್ದಾರೆ. ಅವರು ಫೆಬ್ರವರಿ 2023 ರಿಂದ ಶಿವಸೇನೆಯ ನಾಯಕರಾಗಿ ಮತ್ತು ಜುಲೈ 2022 ರಿಂದ ಮಹಾರಾಷ್ಟ್ರ ವಿಧಾನಸಭೆಯ ಸಭಾನಾಯಕರಾಗಿ ಸೇವೆ ಸಲ್ಲಿಸುತ್ತಿದ್ದಾರೆ. .",Politics
 1975 ರ ಜೂನ್ 12 ರಂದು ಪ್ರಧಾನ ಮಂತ್ರಿ ಇಂದಿರಾ ಗಾಂಧಿಯವರ ವಿರುದ್ಧ ಯಾವ ಹೈಕೋರ್ಟ್ ತೀರ್ಪು ನೀಡಿತು ಮತ್ತು ಅವರು 1971 ರ ಲೋಕಸಭೆಯ ಸದಸ್ಯತ್ವವನ್ನು ಕಳೆದುಕೊಂಡರು.,"ಉತ್ತರ ಪ್ರದೇಶ ರಾಜ್ಯ v. ರಾಜ್ ನಾರಾಯಣ್ (1975 AIR 865, 1975 SCR (3) 333) ಅಲಹಾಬಾದ್ ಉಚ್ಚ ನ್ಯಾಯಾಲಯವು 1975 ರಲ್ಲಿ ವಿಚಾರಣೆ ನಡೆಸಿದ ಪ್ರಕರಣವಾಗಿದ್ದು, ಭಾರತದ ಪ್ರಧಾನಿ ಇಂದಿರಾ ಗಾಂಧಿ ಅವರು ಚುನಾವಣಾ ದುಷ್ಕೃತ್ಯಗಳಲ್ಲಿ ತಪ್ಪಿತಸ್ಥರೆಂದು ಕಂಡುಬಂದಿದೆ.",Politics
 ಭಾರತದಲ್ಲಿ ರಾಜಪ್ರಭುತ್ವದ ರಾಜ್ಯಗಳ ಏಕೀಕರಣದಲ್ಲಿ ಸರ್ದಾರ್ ಪಟೇಲ್ ನಿರ್ವಹಿಸಿದ ಪಾತ್ರವನ್ನು ವಿವರಿಸಿ.,"ಸ್ವಾತಂತ್ರ್ಯದ ನಂತರದ ನಿರ್ಣಾಯಕ ಅವಧಿಯಲ್ಲಿ ಸರ್ದಾರ್ ಪಟೇಲ್ ಅವರು ಭಾರತದ ಉಪಪ್ರಧಾನಿ ಮತ್ತು ಗೃಹ ಸಚಿವರಾಗಿದ್ದರು. ರಾಜಪ್ರಭುತ್ವದ ರಾಜ್ಯಗಳ ಆಡಳಿತಗಾರರೊಂದಿಗೆ ದೃಢವಾಗಿ ಆದರೆ ರಾಜತಾಂತ್ರಿಕವಾಗಿ ಮಾತುಕತೆ ನಡೆಸಿ ಅವರಲ್ಲಿ ಹೆಚ್ಚಿನವರನ್ನು ಭಾರತೀಯ ಒಕ್ಕೂಟಕ್ಕೆ ಕರೆತರುವಲ್ಲಿ ಅವರು ಐತಿಹಾಸಿಕ ಪಾತ್ರವನ್ನು ವಹಿಸಿದರು. ಭಾರತದಲ್ಲಿ ರಾಜಪ್ರಭುತ್ವದ ರಾಜ್ಯಗಳ ಏಕೀಕರಣದಲ್ಲಿ ಸರ್ದಾರ್ ಪಟೇಲ್ ಈ ಕೆಳಗಿನ ಪಾತ್ರಗಳನ್ನು ನಿರ್ವಹಿಸಿದರು: ಅವರು ರಾಜತಾಂತ್ರಿಕ ರಾಜ್ಯಗಳಿಂದ ರಾಜತಾಂತ್ರಿಕತೆ ಮತ್ತು ಸಂಧಾನದ ಮೂಲಕ ಪ್ರವೇಶ ಪತ್ರವನ್ನು ಪಡೆದರು. ಹೈದರಾಬಾದ್, ಜುನಾಗಢ, ಮಣಿಪುರ ಮತ್ತು ಕಾಶ್ಮೀರ ರಾಜ್ಯಗಳ ವಿಲೀನಕ್ಕಾಗಿ ಅವರು ಬಲ ಮತ್ತು ಮನವೊಲಿಕೆಯನ್ನು ಬಳಸಿದರು.",Politics
 1952 ರ ಮೊದಲ ಸಾರ್ವತ್ರಿಕ ಚುನಾವಣೆಯಲ್ಲಿ ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷ ಮತ್ತು ಭಾರತೀಯ ಜನಸಂಘದ ಚುನಾವಣಾ ಚಿಹ್ನೆಗಳು ಯಾವುವು?, 1952ರ ಮೊದಲ ಸಾರ್ವತ್ರಿಕ ಚುನಾವಣೆಯಲ್ಲಿ ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷದ ಚಿಹ್ನೆ ಜೋಡಿ ಎತ್ತು ಮತ್ತು ದೀಪ (ದೀಪಕ್) ಭಾರತೀಯ ಜನಸಂಘದ ಚಿಹ್ನೆಯಾಗಿತ್ತು.,Politics
 ಶಿವಸೇನೆಯ ಪ್ರಧಾನ ಕಛೇರಿ ಎಲ್ಲಿದೆ?," ಶಿವಸೇನೆಯ ಪ್ರಧಾನ ಕಛೇರಿ ಮತ್ತು ಮುಖ್ಯ ಕಛೇರಿಯು ಥಾಣೆಯಲ್ಲಿರುವ ಆನಂದ್ ದಿಘೆ ಅವರ ಮನೆಯಲ್ಲಿದೆ. ದಿಘೆ ಅವರು ಶಿವಸೇನಾ ಮುಖಿ ನೇತಾ (ಮುಖ್ಯ ನಾಯಕ) ಏಕನಾಥ್ ಶಿಂಧೆಯ ಗುರು ಮತ್ತು ಮಾರ್ಗದರ್ಶಕರಾಗಿದ್ದರು. 24 ಫೆಬ್ರವರಿ 2023 ರಂದು, ಶಿಂಧೆ ಅವರು ಉದ್ಧವ್ ಠಾಕ್ರೆಯವರಿಂದ ಪಕ್ಷವನ್ನು ವಹಿಸಿಕೊಂಡ ನಂತರ ಶಿವಸೇನಾ ಭವನದಿಂದ ಪ್ರಧಾನ ಕಛೇರಿಯನ್ನು ಸ್ಥಳಾಂತರಿಸಲಾಯಿತು;[75] ಆದರೆ ಠಾಕ್ರೆಯವರ ಬಣವು ಶಿವಸೇನಾ ಭವನದ ಮೇಲೆ ನಿಯಂತ್ರಣವನ್ನು ಉಳಿಸಿಕೊಂಡಿತು.",Politics
 ತನ್ನದೇ ಆದ ಅಧಿಕೃತ ಧ್ವಜವನ್ನು ಹೊಂದಿರುವ ಏಕೈಕ ಭಾರತೀಯ ರಾಜ್ಯ ಯಾವುದು?,"ಜಮ್ಮು ಮತ್ತು ಕಾಶ್ಮೀರದ ರಾಜ್ಯ ಧ್ವಜವು ಹಿಂದಿನ ಭಾರತದ ರಾಜ್ಯವಾದ ಜಮ್ಮು ಮತ್ತು ಕಾಶ್ಮೀರದಲ್ಲಿ 1952 ಮತ್ತು 2019 ರ ನಡುವೆ ಭಾರತದ ಸಂವಿಧಾನದ 370 ನೇ ವಿಧಿಯ ಮೂಲಕ ಪ್ರದೇಶಕ್ಕೆ ವಿಶೇಷ ಸ್ಥಾನಮಾನದ ಅಡಿಯಲ್ಲಿ ಬಳಸಲ್ಪಟ್ಟ ಸಂಕೇತವಾಗಿದೆ. ಇದು ನೇಗಿಲು ಮತ್ತು ರಾಜ್ಯದ ಮೂರು ಘಟಕ ಪ್ರದೇಶಗಳ ಪ್ರಾತಿನಿಧ್ಯದೊಂದಿಗೆ ಕೆಂಪು ಮತ್ತು ಬಿಳಿ ಧ್ವಜವಾಗಿತ್ತು. ಆಗಸ್ಟ್ 2019 ರಲ್ಲಿ 370 ನೇ ವಿಧಿಯನ್ನು ರದ್ದುಗೊಳಿಸಿದ ನಂತರ, ಈ ಧ್ವಜವು ತನ್ನ ಅಧಿಕೃತ ಸ್ಥಾನಮಾನವನ್ನು ಕಳೆದುಕೊಂಡಿತು.",Politics
 ಪಂಜಾಬ್‌ನಲ್ಲಿ ಪ್ರಾಬಲ್ಯ ಹೊಂದಿರುವ ಮೂರು ರಾಜಕೀಯ ಪಕ್ಷಗಳನ್ನು ಪಟ್ಟಿ ಮಾಡಿ?," ಮರುಸಂಘಟಿತ ಇಂದಿನ ಪಂಜಾಬ್‌ನಲ್ಲಿನ ರಾಜಕೀಯವು ಮುಖ್ಯವಾಗಿ ಮೂರು ಪಕ್ಷಗಳಿಂದ ಪ್ರಾಬಲ್ಯ ಹೊಂದಿದೆ - ಭಾರತೀಯ ರಾಷ್ಟ್ರೀಯ ಕಾಂಗ್ರೆಸ್, ಆಮ್ ಆದ್ಮಿ ಪಕ್ಷ ಮತ್ತು ಶಿರೋಮಣಿ ಅಕಾಲಿ ದಳ (ಬಾದಲ್).",Politics
 2024 ರಂತೆ ಯುಪಿಯ ಆರೋಗ್ಯ ಸಚಿವರು ಯಾರು?," ಜೈ ಪ್ರತಾಪ್ ಸಿಂಗ್ (ಜನನ 7 ಸೆಪ್ಟೆಂಬರ್ 1953) ಉತ್ತರ ಪ್ರದೇಶ ಸರ್ಕಾರದ ಯೋಗಿ ಆದಿತ್ಯನಾಥ್ ಸಚಿವಾಲಯದಲ್ಲಿ ವೈದ್ಯಕೀಯ ಮತ್ತು ಆರೋಗ್ಯ, ಕುಟುಂಬ ಕಲ್ಯಾಣ, ತಾಯಿ ಮತ್ತು ಮಕ್ಕಳ ಕಲ್ಯಾಣ ಸಚಿವರಾಗಿ ಸೇವೆ ಸಲ್ಲಿಸುತ್ತಿರುವ ಭಾರತೀಯ ರಾಜಕಾರಣಿ.",Politics
 2024 ರ ಹೊತ್ತಿಗೆ ಯಾವ ಸರ್ಕಾರವು ಪ್ರಸ್ತುತ ಎಂಪಿಯಲ್ಲಿ ಅಧಿಕಾರದಲ್ಲಿದೆ?," ಡಾ. ಮೋಹನ್ ಯಾದವ್ (ಜನನ 25 ಮಾರ್ಚ್ 1965) ಒಬ್ಬ ಭಾರತೀಯ ರಾಜಕಾರಣಿ ಮತ್ತು ಉದ್ಯಮಿಯಾಗಿದ್ದು, 2023 ರಿಂದ (2024 ರಂತೆ) ಮಧ್ಯಪ್ರದೇಶದ 19 ನೇ ಮತ್ತು ಪ್ರಸ್ತುತ ಮುಖ್ಯಮಂತ್ರಿಯಾಗಿ ಸೇವೆ ಸಲ್ಲಿಸುತ್ತಿದ್ದಾರೆ. ಭಾರತೀಯ ಜನತಾ ಪಕ್ಷದ ಸದಸ್ಯ, ಅವರು 2013 ರಿಂದ ಮಧ್ಯಪ್ರದೇಶದ ವಿಧಾನಸಭೆಯ ಸದಸ್ಯರಾಗಿ ಉಜ್ಜಯಿನಿ ದಕ್ಷಿಣ ಕ್ಷೇತ್ರವನ್ನು ಪ್ರತಿನಿಧಿಸುತ್ತಾರೆ.",Politics
 2007 ರಲ್ಲಿ ಯುಪಿ ವಿಧಾನಸಭಾ ಚುನಾವಣೆಯ ಸಮೀಕ್ಷೆಯ ಫಲಿತಾಂಶ ಏನು?, ಬಹುಜನ ಸಮಾಜ ಪಕ್ಷವು ವಿಧಾನಸಭೆಯಲ್ಲಿ 403 ಸ್ಥಾನಗಳಲ್ಲಿ 206 ಸ್ಥಾನಗಳನ್ನು ಗೆದ್ದು ಸಂಪೂರ್ಣ ಬಹುಮತವನ್ನು ಪಡೆದುಕೊಂಡಿದೆ.,Politics
 ಎಂ. ಕರುಣಾನಿಧಿ ಅವರು ತಮಿಳುನಾಡು ವಿಧಾನಸಭೆಗೆ ಯಾವ ಕ್ಷೇತ್ರದಿಂದ ಮೊದಲು ಆಯ್ಕೆಯಾದರು?, ಕುಳಿತಲೈ,Politics
 ದಕ್ಷಿಣ ಭಾರತದ ಮೊದಲ ಕಮ್ಯುನಿಸ್ಟ್ ಎಂದು ಪರಿಗಣಿಸಲ್ಪಟ್ಟವರು,"ಮಲಯಪುರಂ ಸಿಂಗರವೇಲು ಅವರನ್ನು ದಕ್ಷಿಣ ಭಾರತದ ಮೊದಲ ಕಮ್ಯುನಿಸ್ಟ್ ಎಂದು ಪರಿಗಣಿಸಲಾಗಿದೆ. 1925 ರಲ್ಲಿ, ಅವರು ಕಮ್ಯುನಿಸ್ಟ್ ಪಾರ್ಟಿ ಆಫ್ ಇಂಡಿಯಾದ ಸ್ಥಾಪಕ ಪಿತಾಮಹರಲ್ಲಿ ಒಬ್ಬರಾದರು; ಮತ್ತು ಕಾನ್ಪುರದಲ್ಲಿ ಅದರ ಉದ್ಘಾಟನಾ ಸಮಾವೇಶದ ಅಧ್ಯಕ್ಷತೆ ವಹಿಸಿದ್ದರು. ಅವರು ಭಾರತದಲ್ಲಿ ಮೊದಲ ಟ್ರೇಡ್ ಯೂನಿಯನ್ ಅನ್ನು ಸಂಘಟಿಸಲು ಹೆಸರುವಾಸಿಯಾಗಿದ್ದಾರೆ ಮತ್ತು 19 ನೇ ಶತಮಾನದ ಭಾರತದಲ್ಲಿ ಪ್ರಚಲಿತದಲ್ಲಿದ್ದ ತೀವ್ರ ಅಸ್ಪೃಶ್ಯತೆಯ ವಿರುದ್ಧ ಹೋರಾಡಿದರು.",Politics
 ಆಂಧ್ರಪ್ರದೇಶದಲ್ಲಿ ಅತ್ಯಂತ ಪ್ರಭಾವಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಸ್ಥಾಪಕರು ಯಾರು?,ತೆಲುಗು ದೇಶಂ ಪಕ್ಷ (TDP; ಭಾಷಾಂತರ. ಪಾರ್ಟಿ ಆಫ್ ದಿ ತೆಲುಗು ಲ್ಯಾಂಡ್) ಆಂಧ್ರ ಪ್ರದೇಶ ಮತ್ತು ತೆಲಂಗಾಣ ರಾಜ್ಯಗಳಲ್ಲಿ ಪ್ರಭಾವ ಹೊಂದಿರುವ ಭಾರತೀಯ ಪ್ರಾದೇಶಿಕ ರಾಜಕೀಯ ಪಕ್ಷವಾಗಿದೆ. ಇದನ್ನು 29 ಮಾರ್ಚ್ 1982 ರಂದು ತೆಲುಗು ಚಲನಚಿತ್ರ ತಾರೆ NT ರಾಮರಾವ್ (NTR) ಸ್ಥಾಪಿಸಿದರು ಮತ್ತು ತೆಲುಗು ಜನರನ್ನು ಬೆಂಬಲಿಸುವತ್ತ ಗಮನಹರಿಸಿದ್ದಾರೆ.,Politics
 ಕರ್ನಾಟಕದ ರಾಜಕೀಯದಲ್ಲಿ ಪ್ರಾಬಲ್ಯ ಹೊಂದಿರುವ ಜಾತಿ ಗುಂಪುಗಳನ್ನು ಉಲ್ಲೇಖಿಸಿ?, ಕರ್ನಾಟಕದ ರಾಜಕೀಯ ಪರಿಸರವು ಎರಡು ಜಾತಿ ಗುಂಪುಗಳಿಂದ ಪ್ರಾಬಲ್ಯ ಹೊಂದಿದೆ - ದಕ್ಷಿಣ ಕರ್ನಾಟಕವು ವೊಕ್ಕಲಿಗರಿಂದ ಪ್ರಾಬಲ್ಯ ಹೊಂದಿದೆ ಮತ್ತು ಉತ್ತರ ಮತ್ತು ಮಧ್ಯ ಕರ್ನಾಟಕವು ಲಿಂಗಾಯತರಿಂದ ಪ್ರಾಬಲ್ಯ ಹೊಂದಿದೆ ಆದರೆ ದಲಿತರು ಪ್ರಮುಖ ಮತದಾರರು ಮತ್ತು ಕರ್ನಾಟಕದಲ್ಲಿ ಆಡಳಿತ ಪಕ್ಷದ ನಿರ್ಣಾಯಕ ಅಂಶವಾಗಿದ್ದಾರೆ.,Politics
ಭಾರತದ ಯಾವ ರಾಜ್ಯವು ಕಮ್ಯುನಿಸ್ಟರನ್ನು ಅಧಿಕಾರಕ್ಕೆ ಆಯ್ಕೆ ಮಾಡಿದೆ?," 1957 ರಲ್ಲಿ ಪ್ರಜಾಸತ್ತಾತ್ಮಕವಾಗಿ ಕಮ್ಯುನಿಸ್ಟರನ್ನು ಅಧಿಕಾರಕ್ಕೆ ಆಯ್ಕೆ ಮಾಡುವ ಮೂಲಕ ಕೇರಳ ಇತಿಹಾಸವನ್ನು ಸೃಷ್ಟಿಸಿತು, ಹಾಗೆ ಮಾಡಿದ ವಿಶ್ವದ ಮೊದಲನೆಯದು.",Politics
